"","GO.IDs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Cat","GO.Slim.Term","gene","uniprot","uniprot_taxa.id","uniprot.name"
"96","GO:0009612",0.014658842873754,0.999203477800191,2,19,"response to mechanical stimulus","BP","P","other biological processes","PGEN_.00g029240; PGEN_.00g149640","Q86VZ4; Q80YX1","LRP11_HUMAN; TENA_MOUSE","Low-density lipoprotein receptor-related protein 11 (LRP-11); Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C)"
"97","GO:0060029",0.0151295744014914,1,1,1,"convergent extension involved in organogenesis","BP","P","other biological processes","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"98","GO:0045165",0.0155802937258264,0.999122067455619,2,20,"cell fate commitment","BP","P","other biological processes","PGEN_.00g204470; PGEN_.00g208580","P41221; Q3L254","WNT5A_HUMAN; WNT7B_CHICK","Protein Wnt-5a; Protein Wnt-7b"
"99","GO:0097009",0.0156599330410581,0.999133246910697,2,16,"energy homeostasis","BP","P","other biological processes","PGEN_.00g004840; PGEN_.00g213360","P54646; Q14995","AAPK2_HUMAN; NR1D2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31); Nuclear receptor subfamily 1 group D member 2 (Orphan nuclear hormone receptor BD73) (Rev-erb alpha-related receptor) (RVR) (Rev-erb-beta) (V-erbA-related protein 1-related) (EAR-1R)"
"100","GO:0035994",0.0163186766450795,0.999933491283864,1,2,"response to muscle stretch","BP","P","other biological processes","PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"101","GO:0010460",0.0175892339712892,0.999922681295011,1,2,"positive regulation of heart rate","BP","P","other biological processes","PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)"
"102","GO:0060907",0.0178066779314472,0.999920748987208,1,2,"positive regulation of macrophage cytokine production","BP","P","other biological processes","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"103","GO:0002407",0.0179442895243158,0.999892793753356,1,3,"dendritic cell chemotaxis","BP","P","other biological processes","PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)"
"104","GO:0010447",0.0183876400638262,0.999915468208815,1,2,"response to acidic pH","BP","P","other biological processes","PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"105","GO:0030277",0.0248331000058376,0.999845308741126,1,2,"maintenance of gastrointestinal epithelium","BP","P","other biological processes","PGEN_.00g051430","Q2HJF4","PBLD_BOVIN","Phenazine biosynthesis-like domain-containing protein (EC 5.1.-.-)"
"106","GO:0060028",0.0270126864996635,0.999756051111294,1,3,"convergent extension involved in axis elongation","BP","P","other biological processes","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"107","GO:0006883",0.0274651036623849,0.999747759002149,1,3,"cellular sodium ion homeostasis","BP","P","other biological processes","PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"108","GO:0002026",0.0280720963901121,0.999736413264646,1,3,"regulation of the force of heart contraction","BP","P","other biological processes","PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"109","GO:0045907",0.0282478266007165,0.999666886621828,1,6,"positive regulation of vasoconstriction","BP","P","other biological processes","PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)"
"110","GO:0030859",0.0305789568246154,0.999686874729122,1,3,"polarized epithelial cell differentiation","BP","P","other biological processes","PGEN_.00g049510","Q8TDM6","DLG5_HUMAN","Disks large homolog 5 (Discs large protein P-dlg) (Placenta and prostate DLG)"
"111","GO:0032703",0.0308046298602362,0.99968220304088,1,3,"negative regulation of interleukin-2 production","BP","P","other biological processes","PGEN_.00g013900","Q80TN7","NAV3_MOUSE","Neuron navigator 3 (Pore membrane and/or filament-interacting-like protein 1)"
"112","GO:0014070",0.030849586796711,0.997425946181741,2,32,"response to organic cyclic compound","BP","P","other biological processes","PGEN_.00g043300; PGEN_.00g277910","Q07076; Q61165","ANXA7_MOUSE; SL9A1_MOUSE","Annexin A7 (Annexin VII) (Annexin-7) (Synexin); Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"113","GO:0071305",0.032300232229569,0.999650355103973,1,3,"cellular response to vitamin D","BP","P","other biological processes","PGEN_.00g149640","Q80YX1","TENA_MOUSE","Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C)"
"114","GO:0045989",0.032703439459228,0.999730627256602,1,2,"positive regulation of striated muscle contraction","BP","P","other biological processes","PGEN_.00g334400","O01761","UNC89_CAEEL","Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)"
"115","GO:0071257",0.0336471291747222,0.999620352338683,1,3,"cellular response to electrical stimulus","BP","P","other biological processes","PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"116","GO:0071896",0.034611527056967,0.999598099222755,1,3,"protein localization to adherens junction","BP","P","other biological processes","PGEN_.00g049510","Q8TDM6","DLG5_HUMAN","Disks large homolog 5 (Discs large protein P-dlg) (Placenta and prostate DLG)"
"117","GO:0030011",0.0354022470699036,0.999579373120736,1,3,"maintenance of cell polarity","BP","P","other biological processes","PGEN_.00g049510","Q8TDM6","DLG5_HUMAN","Disks large homolog 5 (Discs large protein P-dlg) (Placenta and prostate DLG)"
"118","GO:0030435",0.0357564796043195,0.999485851284153,1,5,"sporulation resulting in formation of a cellular spore","BP","P","other biological processes","PGEN_.00g322650","P22699","GUN6_DICDI","Endoglucanase (EC 3.2.1.4) (Cellulase) (Endo-1,4-beta-glucanase) (Spore germination protein 270-6)"
"119","GO:0070293",0.0372814075541877,0.99953313004592,1,3,"renal absorption","BP","P","other biological processes","PGEN_.00g065950","O73925","KCNQ1_SQUAC","Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)"
"120","GO:0071468",0.0376005590819653,0.999431016447778,1,5,"cellular response to acidic pH","BP","P","other biological processes","PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"121","GO:0071380",0.0393267116349786,0.999480008324231,1,3,"cellular response to prostaglandin E stimulus","BP","P","other biological processes","PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"122","GO:0009847",0.0401498266293183,0.999390732566773,1,4,"spore germination","BP","P","other biological processes","PGEN_.00g322650","P22699","GUN6_DICDI","Endoglucanase (EC 3.2.1.4) (Cellulase) (Endo-1,4-beta-glucanase) (Spore germination protein 270-6)"
"123","GO:0071872",0.0403370861887998,0.999452690682345,1,3,"cellular response to epinephrine stimulus","BP","P","other biological processes","PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"124","GO:0071236",0.0423109277740247,0.999278118524049,1,5,"cellular response to antibiotic","BP","P","other biological processes","PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"125","GO:0032880",0.0423621050760653,0.995839748832962,2,27,"regulation of protein localization","BP","P","other biological processes","PGEN_.00g033560; PGEN_.00g279870","Q922B6; P00522","TRAF7_MOUSE; ABL_DROME","E3 ubiquitin-protein ligase TRAF7 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRAF7) (TNF receptor-associated factor 7); Tyrosine-protein kinase Abl (EC 2.7.10.2) (D-ash) (Protein abelson)"
"126","GO:0043032",0.0430299870277018,0.999253150324199,1,5,"positive regulation of macrophage activation","BP","P","other biological processes","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"127","GO:0010820",0.0454222403507422,0.999218424706847,1,4,"positive regulation of T cell chemotaxis","BP","P","other biological processes","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"128","GO:0009247",0.00268940410564058,0.999942347905687,2,12,"glycolipid biosynthetic process","BP","P","other metabolic processes","PGEN_.00g129780; PGEN_.00g134400","P61315; P61315","G3ST3_MOUSE; G3ST3_MOUSE","Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3); Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)"
"129","GO:0009710",0.0051419339975369,1,1,1,"tropane alkaloid biosynthetic process","BP","P","other metabolic processes","PGEN_.00g279140","P50164","TRN2_HYONI","Tropinone reductase 2 (EC 1.1.1.236) (Tropinone reductase II) (TR-II)"
"130","GO:0008610",0.00664684135235284,0.99977053520097,2,13,"lipid biosynthetic process","BP","P","other metabolic processes","PGEN_.00g004840; PGEN_.00g101840","P54646; Q8R197","AAPK2_HUMAN; SAST_MOUSE","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31); S-acyl fatty acid synthase thioesterase, medium chain (EC 3.1.2.14) (Oleoyl-ACP hydrolase) (Thioesterase II) (Thioesterase domain-containing protein 1)"
"131","GO:0051792",0.0116546342343398,1,1,1,"medium-chain fatty acid biosynthetic process","BP","P","other metabolic processes","PGEN_.00g101840","Q8R197","SAST_MOUSE","S-acyl fatty acid synthase thioesterase, medium chain (EC 3.1.2.14) (Oleoyl-ACP hydrolase) (Thioesterase II) (Thioesterase domain-containing protein 1)"
"132","GO:0006572",0.0120370173518014,1,1,1,"tyrosine catabolic process","BP","P","other metabolic processes","PGEN_.00g060400","Q93099","HGD_HUMAN","Homogentisate 1,2-dioxygenase (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)"
"133","GO:0042304",0.0155735083635323,1,1,1,"regulation of fatty acid biosynthetic process","BP","P","other metabolic processes","PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"134","GO:0006660",0.0199219604083384,0.999900694482597,1,2,"phosphatidylserine catabolic process","BP","P","other metabolic processes","PGEN_.00g279730","Q5R6S0","ABHGA_PONAB","Phosphatidylserine lipase ABHD16A (EC 3.1.-.-) (Alpha/beta hydrolase domain-containing protein 16A) (Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5 homolog) (Monoacylglycerol lipase ABHD16A) (EC 3.1.1.23)"
"135","GO:0070989",0.0248450395377731,0.999752882202343,1,5,"oxidative demethylation","BP","P","other metabolic processes","PGEN_.00g131030","Q9NXW9","ALKB4_HUMAN","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)"
"136","GO:0006633",0.0253892129573924,0.998112474044424,2,26,"fatty acid biosynthetic process","BP","P","other metabolic processes","PGEN_.00g004840; PGEN_.00g213500","P54646; P9WQE8","AAPK2_HUMAN; PHAS_MYCTO","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31); Phthioceranic/hydroxyphthioceranic acid synthase (EC 2.3.1.-) (Polyketide synthase pks2)"
"137","GO:0048022",0.0277534755950204,0.999806495286673,1,2,"negative regulation of melanin biosynthetic process","BP","P","other metabolic processes","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"138","GO:0006559",0.0298624850933227,0.999664443366266,1,4,"L-phenylalanine catabolic process","BP","P","other metabolic processes","PGEN_.00g060400","Q93099","HGD_HUMAN","Homogentisate 1,2-dioxygenase (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)"
"139","GO:0046511",0.035073179114264,0.999587218857084,1,3,"sphinganine biosynthetic process","BP","P","other metabolic processes","PGEN_.00g171780","P97363","SPTC2_MOUSE","Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)"
"140","GO:0008299",0.0365196743293938,0.999463499254158,1,5,"isoprenoid biosynthetic process","BP","P","other metabolic processes","PGEN_.00g273120","O26153","IPK_METTH","Isopentenyl phosphate kinase (IPK) (EC 2.7.4.26)"
"141","GO:0006686",0.039651960772443,0.999405876988743,1,4,"sphingomyelin biosynthetic process","BP","P","other metabolic processes","PGEN_.00g171780","P97363","SPTC2_MOUSE","Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)"
"142","GO:0052651",0.040609626256145,0.999335474644901,1,5,"monoacylglycerol catabolic process","BP","P","other metabolic processes","PGEN_.00g279730","Q5R6S0","ABHGA_PONAB","Phosphatidylserine lipase ABHD16A (EC 3.1.-.-) (Alpha/beta hydrolase domain-containing protein 16A) (Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5 homolog) (Monoacylglycerol lipase ABHD16A) (EC 3.1.1.23)"
"143","GO:0010628",0.0470956413443033,0.988415334938198,4,131,"positive regulation of gene expression","BP","P","other metabolic processes","PGEN_.00g149640; PGEN_.00g204470; PGEN_.00g211830; PGEN_.00g334400","Q80YX1; P41221; P16056; O01761","TENA_MOUSE; WNT5A_HUMAN; MET_MOUSE; UNC89_CAEEL","Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C); Protein Wnt-5a; Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met); Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)"
"144","GO:0043328",0.00261752679743572,1,1,1,"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","BP","P","protein metabolism","PGEN_.00g024960","Q6BK42","DDI1_DEBHA","DNA damage-inducible protein 1 (EC 3.4.23.-)"
"145","GO:0010800",0.00644574919498789,0.999780985310852,2,13,"positive regulation of peptidyl-threonine phosphorylation","BP","P","protein metabolism","PGEN_.00g204470; PGEN_.00g211830","P41221; P16056","WNT5A_HUMAN; MET_MOUSE","Protein Wnt-5a; Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)"
"146","GO:0031397",0.0123737617302869,0.999379779816042,2,21,"negative regulation of protein ubiquitination","BP","P","protein metabolism","PGEN_.00g043790; PGEN_.00g271680","P97346; Q5U504","NXN_MOUSE; KLH40_XENLA","Nucleoredoxin (EC 1.8.1.8) (Protein Red-1); Kelch-like protein 40 (Kelch repeat and BTB domain-containing protein 5)"
"147","GO:0006449",0.0131123889770911,1,1,1,"regulation of translational termination","BP","P","protein metabolism","PGEN_.00g203340","Q32L09","SHFL_BOVIN","Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog (SHFL) (Repressor of yield of DENV protein homolog) (RyDEN)"
"148","GO:2001125",0.0131123889770911,1,1,1,"negative regulation of translational frameshifting","BP","P","protein metabolism","PGEN_.00g203340","Q32L09","SHFL_BOVIN","Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog (SHFL) (Repressor of yield of DENV protein homolog) (RyDEN)"
"149","GO:0006419",0.0259255682401025,0.999775403001095,1,3,"alanyl-tRNA aminoacylation","BP","P","protein metabolism","PGEN_.00g183880","P21894","SYAC_BOMMO","Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)"
"150","GO:0006482",0.0269162306261838,0.999757800855163,1,3,"protein demethylation","BP","P","protein metabolism","PGEN_.00g131030","Q9NXW9","ALKB4_HUMAN","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)"
"151","GO:2000758",0.0280443335634948,0.999802388531327,1,2,"positive regulation of peptidyl-lysine acetylation","BP","P","protein metabolism","PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"152","GO:0060394",0.0311477251612365,0.999675033357015,1,3,"negative regulation of pathway-restricted SMAD protein phosphorylation","BP","P","protein metabolism","PGEN_.00g051430","Q2HJF4","PBLD_BOVIN","Phenazine biosynthesis-like domain-containing protein (EC 5.1.-.-)"
"153","GO:0030207",0.0324877733189097,0.999558632633835,1,6,"chondroitin sulfate catabolic process","BP","P","protein metabolism","PGEN_.00g218470","O14594","NCAN_HUMAN","Neurocan core protein (Chondroitin sulfate proteoglycan 3)"
"154","GO:0030208",0.0344776114538992,0.999522224687455,1,5,"dermatan sulfate biosynthetic process","BP","P","protein metabolism","PGEN_.00g218470","O14594","NCAN_HUMAN","Neurocan core protein (Chondroitin sulfate proteoglycan 3)"
"155","GO:0033138",0.03571976096985,0.996784547002102,2,30,"positive regulation of peptidyl-serine phosphorylation","BP","P","protein metabolism","PGEN_.00g204470; PGEN_.00g211830","P41221; P16056","WNT5A_HUMAN; MET_MOUSE","Protein Wnt-5a; Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)"
"156","GO:1900020",0.0392989988230411,0.999416496199247,1,4,"positive regulation of protein kinase C activity","BP","P","protein metabolism","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"157","GO:0001868",0.0448103840220671,0.999189467958833,1,5,"regulation of complement activation, lectin pathway","BP","P","protein metabolism","PGEN_.00g263790","Q9I926","FUCL6_ANGJA","Fucolectin-6"
"158","GO:0010801",0.0477016997519411,0.999080388227913,1,5,"negative regulation of peptidyl-threonine phosphorylation","BP","P","protein metabolism","PGEN_.00g211830","P16056","MET_MOUSE","Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)"
"159","GO:0016055",0.00276588403318302,0.999601087294539,5,93,"Wnt signaling pathway","BP","P","signal transduction","PGEN_.00g004840; PGEN_.00g043790; PGEN_.00g190430; PGEN_.00g204470; PGEN_.00g208580","P54646; P97346; O75096; P41221; Q3L254","AAPK2_HUMAN; NXN_MOUSE; LRP4_HUMAN; WNT5A_HUMAN; WNT7B_CHICK","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31); Nucleoredoxin (EC 1.8.1.8) (Protein Red-1); Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7); Protein Wnt-5a; Protein Wnt-7b"
"160","GO:0070495",0.00788319897833196,1,1,1,"negative regulation of thrombin-activated receptor signaling pathway","BP","P","signal transduction","PGEN_.00g211830","P16056","MET_MOUSE","Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)"
"161","GO:0045880",0.0107554430529486,0.999511155183093,2,16,"positive regulation of smoothened signaling pathway","BP","P","signal transduction","PGEN_.00g049510; PGEN_.00g165230","Q8TDM6; Q8IWY4","DLG5_HUMAN; SCUB1_HUMAN","Disks large homolog 5 (Discs large protein P-dlg) (Placenta and prostate DLG); Signal peptide, CUB and EGF-like domain-containing protein 1"
"162","GO:0038031",0.0151295744014914,1,1,1,"non-canonical Wnt signaling pathway via JNK cascade","BP","P","signal transduction","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"163","GO:0060775",0.0151295744014914,1,1,1,"planar cell polarity pathway involved in gastrula mediolateral intercalation","BP","P","signal transduction","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"164","GO:0061347",0.0151295744014914,1,1,1,"planar cell polarity pathway involved in outflow tract morphogenesis","BP","P","signal transduction","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"165","GO:0061350",0.0151295744014914,1,1,1,"planar cell polarity pathway involved in cardiac muscle tissue morphogenesis","BP","P","signal transduction","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"166","GO:0035330",0.020642361662327,0.999893343257642,1,2,"regulation of hippo signaling","BP","P","signal transduction","PGEN_.00g166530","Q29RK9","MOB3B_BOVIN","MOB kinase activator 3B (Mob1 homolog 2b) (Mps one binder kinase activator-like 2B)"
"167","GO:2000052",0.0265604936996104,0.999822882206686,1,2,"positive regulation of non-canonical Wnt signaling pathway","BP","P","signal transduction","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"168","GO:0048012",0.0318204693869977,0.999618677274139,1,4,"hepatocyte growth factor receptor signaling pathway","BP","P","signal transduction","PGEN_.00g211830","P16056","MET_MOUSE","Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)"
"169","GO:0014722",0.032703439459228,0.999730627256602,1,2,"regulation of skeletal muscle contraction by calcium ion signaling","BP","P","signal transduction","PGEN_.00g334400","O01761","UNC89_CAEEL","Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)"
"170","GO:0035567",0.0332908868505825,0.999582357054604,1,4,"non-canonical Wnt signaling pathway","BP","P","signal transduction","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"171","GO:0060070",0.0349226363882036,0.99690563548373,2,28,"canonical Wnt signaling pathway","BP","P","signal transduction","PGEN_.00g204470; PGEN_.00g208580","P41221; Q3L254","WNT5A_HUMAN; WNT7B_CHICK","Protein Wnt-5a; Protein Wnt-7b"
"172","GO:0040037",0.0388260661364793,0.999368002990515,1,6,"negative regulation of fibroblast growth factor receptor signaling pathway","BP","P","signal transduction","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"173","GO:0070886",0.0395842976016483,0.999342876491158,1,6,"positive regulation of calcineurin-NFAT signaling cascade","BP","P","signal transduction","PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"174","GO:0007223",0.0436636177280251,0.999278325314238,1,4,"Wnt signaling pathway, calcium modulating pathway","BP","P","signal transduction","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"175","GO:0034342",0.0131123889770911,1,1,1,"response to type III interferon","BP","P","stress response","PGEN_.00g203340","Q32L09","SHFL_BOVIN","Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog (SHFL) (Repressor of yield of DENV protein homolog) (RyDEN)"
"176","GO:1900408",0.0219000265578711,1,1,1,"negative regulation of cellular response to oxidative stress","BP","P","stress response","PGEN_.00g312440","Q4V8B0","OXR1_RAT","Oxidation resistance protein 1 (Protein C7)"
"177","GO:0050727",0.0290777447013207,0.997670307472688,2,27,"regulation of inflammatory response","BP","P","stress response","PGEN_.00g204470; PGEN_.00g213360","P41221; Q14995","WNT5A_HUMAN; NR1D2_HUMAN","Protein Wnt-5a; Nuclear receptor subfamily 1 group D member 2 (Orphan nuclear hormone receptor BD73) (Rev-erb alpha-related receptor) (RVR) (Rev-erb-beta) (V-erbA-related protein 1-related) (EAR-1R)"
"178","GO:0014012",0.029662265859879,0.999668956375471,1,4,"peripheral nervous system axon regeneration","BP","P","stress response","PGEN_.00g149640","Q80YX1","TENA_MOUSE","Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C)"
"179","GO:0009414",0.030254415583368,0.999693531615151,1,3,"response to water deprivation","BP","P","stress response","PGEN_.00g029240","Q86VZ4","LRP11_HUMAN","Low-density lipoprotein receptor-related protein 11 (LRP-11)"
"180","GO:0007596",0.0325528693501049,0.997208367775533,2,31,"blood coagulation","BP","P","stress response","PGEN_.00g165230; PGEN_.00g345410","Q8IWY4; Q29485","SCUB1_HUMAN; PLMN_ERIEU","Signal peptide, CUB and EGF-like domain-containing protein 1; Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]"
"181","GO:0042060",0.0398803781268239,0.996195516025066,2,29,"wound healing","BP","P","stress response","PGEN_.00g149640; PGEN_.00g204470","Q80YX1; P41221","TENA_MOUSE; WNT5A_HUMAN","Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C); Protein Wnt-5a"
