"gene"	"adj.pval.Initial.Treatment"	"adj.pval.treatment"	"adj.pval.treatment1"	"adj.pval.treatment2"	"adj.pval.treatment1_x_treatment2"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g065280"	3.30324886274512e-05	0.000811719653984754	0.424153846691617	0.595098841056656	0.0496561999478447	"Scaffold_03"	20642211	20684453	"Q8BUG5"	"CAYP2_MOUSE"	"Calcyphosin-2 (Calcyphosine-2)"	"GO:0005509"	"calcium ion binding [GO:0005509]"
"PGEN_.00g065330"	0.0143768656676946	3.48747035153388e-08	0.730174430863498	0.294043867983372	0.000576203790380342	"Scaffold_03"	20720165	20723492	NA	NA	NA	NA	NA
"PGEN_.00g065700"	3.19136498422366e-10	1.76530734766785e-08	8.33543206526635e-05	0.0449744252152851	0.699372273757068	"Scaffold_03"	21395485	21421405	"P80174"	"SODC_CARCR"	"Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)"	"GO:0004784; GO:0005634; GO:0005737; GO:0046872"	"cytoplasm [GO:0005737]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]"
"PGEN_.00g065950"	1.70531141615222e-06	0.00894490432841632	0.952951992342756	0.314627057099563	0.40241496666882	"Scaffold_03"	22305616	22370797	"O73925"	"KCNQ1_SQUAC"	"Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)"	"GO:0005249; GO:0005251; GO:0005516; GO:0005546; GO:0005737; GO:0005783; GO:0005886; GO:0008076; GO:0015271; GO:0016323; GO:0030659; GO:0034702; GO:0034765; GO:0045121; GO:0048839; GO:0050892; GO:0060453; GO:0070293; GO:0086009"	"basolateral plasma membrane [GO:0016323]; cytoplasm [GO:0005737]; cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum [GO:0005783]; ion channel complex [GO:0034702]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; voltage-gated potassium channel complex [GO:0008076]; calmodulin binding [GO:0005516]; delayed rectifier potassium channel activity [GO:0005251]; outward rectifier potassium channel activity [GO:0015271]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; voltage-gated potassium channel activity [GO:0005249]; inner ear development [GO:0048839]; intestinal absorption [GO:0050892]; membrane repolarization [GO:0086009]; regulation of gastric acid secretion [GO:0060453]; regulation of ion transmembrane transport [GO:0034765]; renal absorption [GO:0070293]"
"PGEN_.00g066200"	4.02502317014821e-05	0.00965140919330002	3.3896039233979e-06	0.579838553037197	2.60196306938629e-05	"Scaffold_03"	23345122	23347681	NA	NA	NA	NA	NA
"PGEN_.00g067240"	5.06792762998999e-05	3.21956844960923e-14	0.840520238371645	0.579439459960534	0.0754669794126449	"Scaffold_03"	25938530	25940805	NA	NA	NA	NA	NA
"PGEN_.00g067860"	0.00924280216724538	0.00310015629569538	0.0661512616181947	0.448143767354071	0.012431882521986	"Scaffold_03"	27382342	27389374	NA	NA	NA	NA	NA
"PGEN_.00g068680"	1.99128755962458e-15	1.04367393640723e-06	0.069396221314072	0.0971475314159821	0.133264371395932	"Scaffold_03"	29458858	29464104	NA	NA	NA	NA	NA
"PGEN_.00g068720"	4.69056572650955e-50	1.18792217701176e-31	3.71835674984761e-14	3.04633178650794e-09	6.45664229224925e-28	"Scaffold_03"	29524834	29525839	NA	NA	NA	NA	NA
"PGEN_.00g069450"	5.18683838514772e-07	3.66313723545745e-12	0.00654147818758832	0.220933738116024	0.260788177334104	"Scaffold_03"	32158794	32161618	"Q7Z5P9"	"MUC19_HUMAN"	"Mucin-19 (MUC-19)"	"GO:0002223; GO:0005576; GO:0005796; GO:0005886; GO:0016266"	"extracellular region [GO:0005576]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]; O-glycan processing [GO:0016266]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]"
"PGEN_.00g069610"	8.49526330845047e-14	4.939977159254e-06	0.000144553258538603	0.00282572740502925	2.59345900542905e-11	"Scaffold_03"	32387002	32406962	NA	NA	NA	NA	NA
"PGEN_.00g069870"	0.0358889260353385	2.76302452952158e-13	0.00382018281634191	0.149076045929011	0.416097712652947	"Scaffold_03"	32918963	32934808	NA	NA	NA	NA	NA
"PGEN_.00g070630"	0.0105761077854282	0.0123137023790048	0.865582314548532	0.848208204970694	0.394240251138377	"Scaffold_03"	35313437	35320513	"Q2TBS9"	"SMU1_BOVIN"	"WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]"	"GO:0000381; GO:0000398; GO:0005634; GO:0005737; GO:0008380; GO:0016607; GO:0071005"	"cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; U2-type precatalytic spliceosome [GO:0071005]; mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]"
"PGEN_.00g072260"	0.00767666271228004	0.00438190410778809	0.195499525397809	0.807547942482346	7.60856123555802e-05	"Scaffold_03"	40153408	40163087	"Q5XXP2"	"OPN4_PHOSU"	"Melanopsin (Opsin-4)"	"GO:0005502; GO:0005886; GO:0007601; GO:0007602; GO:0008020; GO:0016021; GO:0018298; GO:0042752; GO:0048511"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; 11-cis retinal binding [GO:0005502]; G protein-coupled photoreceptor activity [GO:0008020]; phototransduction [GO:0007602]; protein-chromophore linkage [GO:0018298]; regulation of circadian rhythm [GO:0042752]; rhythmic process [GO:0048511]; visual perception [GO:0007601]"
"PGEN_.00g073580"	2.39098757558138e-21	1.62859970255121e-45	0.265395152468265	0.0895746543983621	3.51301829240529e-08	"Scaffold_03"	43761204	43771849	NA	NA	NA	NA	NA
"PGEN_.00g075700"	4.34596633525991e-05	7.38480694579959e-69	0.742733192911236	0.368569120307822	0.14713227805447	"Scaffold_03"	50726782	50795337	"B3EWY9"	"MLP_ACRMI"	"Mucin-like protein (Fragment)"	"GO:0005509; GO:0007160; GO:0016021"	"integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; cell-matrix adhesion [GO:0007160]"
"PGEN_.00g076180"	2.84961972019603e-09	5.98004395740975e-10	4.50421589669007e-05	0.676877957558484	2.48977805880791e-09	"Scaffold_03"	51960428	51967440	"Q8JHV9"	"BIR7A_XENLA"	"Baculoviral IAP repeat-containing protein 7-A (EC 2.3.2.27) (E3 ubiquitin-protein ligase EIAP-A) (Embryonic/Egg IAP) (xEIAP/XLX) (Inhibitor of apoptosis-like protein) (IAP-like protein) (RING-type E3 ubiquitin transferase EIAP-A) (XIAP homolog XLX) (XLX)"	"GO:0005737; GO:0007275; GO:0016740; GO:0043027; GO:0043066; GO:0043154; GO:0046872; GO:0051865"	"cytoplasm [GO:0005737]; cysteine-type endopeptidase inhibitor activity involved in apoptotic process [GO:0043027]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; multicellular organism development [GO:0007275]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; protein autoubiquitination [GO:0051865]"
"PGEN_.00g077070"	5.79219759146884e-05	1.20010622512154e-10	0.0480725338222761	0.723220146665289	0.03386961643925	"Scaffold_03"	54609767	54610342	NA	NA	NA	NA	NA
"PGEN_.00g078310"	0.00678135193027819	0.000981757867453131	0.0282542670665728	0.717358511017823	0.00746419305433351	"Scaffold_03"	57399874	57483677	"P35992"	"PTP10_DROME"	"Tyrosine-protein phosphatase 10D (EC 3.1.3.48) (Receptor-linked protein-tyrosine phosphatase 10D) (DPTP10D)"	"GO:0004725; GO:0005001; GO:0006470; GO:0007411; GO:0007417; GO:0007424; GO:0007616; GO:0008045; GO:0016021; GO:0030424; GO:0042059; GO:0045177; GO:0060446"	"apical part of cell [GO:0045177]; axon [GO:0030424]; integral component of membrane [GO:0016021]; protein tyrosine phosphatase activity [GO:0004725]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]; axon guidance [GO:0007411]; branching involved in open tracheal system development [GO:0060446]; central nervous system development [GO:0007417]; long-term memory [GO:0007616]; motor neuron axon guidance [GO:0008045]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; open tracheal system development [GO:0007424]; protein dephosphorylation [GO:0006470]"
"PGEN_.00g080870"	0.000403051836721376	8.16645635351742e-07	0.0102629187979071	0.268376000400127	8.39350464228708e-09	"Scaffold_04"	6303439	6316236	NA	NA	NA	NA	NA
"PGEN_.00g082390"	3.45136633665581e-07	0.0355777382230635	2.25719544928838e-06	0.249734581240518	0.0829395482616815	"Scaffold_04"	9894020	9900405	"Q8BR93"	"HARB1_MOUSE"	"Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)"	"GO:0004518; GO:0005634; GO:0005829; GO:0005886; GO:0034451; GO:0046872"	"centriolar satellite [GO:0034451]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]"
"PGEN_.00g090230"	1.02151833538158e-07	3.45379495799695e-07	0.251054406686113	0.662499370467039	0.000671850564292031	"Scaffold_04"	30404333	30417979	NA	NA	NA	NA	NA
"PGEN_.00g096230"	0.0001341443668316	0.0131753698030081	0.00685089893981497	0.525821278836681	0.416073892800877	"Scaffold_04"	46322021	46334683	NA	NA	NA	NA	NA
"PGEN_.00g097340"	1.33451959621507e-05	0.0012425916930176	0.0672122736197941	0.0051483904686119	0.398980164434233	"Scaffold_04"	49379820	49380767	NA	NA	NA	NA	NA
"PGEN_.00g097550"	5.84949543270766e-17	3.78965473433377e-10	7.04879571550442e-15	0.350162078558113	4.38525748533046e-27	"Scaffold_04"	49794445	49794803	NA	NA	NA	NA	NA
"PGEN_.00g100950"	1.77902384563992e-10	4.66179925749493e-05	0.00209821393665232	1.00672066466637e-17	0.0629782847968436	"Scaffold_04"	57885900	57886430	NA	NA	NA	NA	NA
"PGEN_.00g101020"	4.24518439953637e-05	0.0075527192774373	4.83133321252524e-05	0.654484937981507	0.00145962125710538	"Scaffold_04"	57942638	57943782	NA	NA	NA	NA	NA
"PGEN_.00g101030"	1.81710771423042e-46	0.000534465314069935	0.00193540189962484	3.95953342668438e-39	1.22844748379391e-35	"Scaffold_04"	57953649	57955140	NA	NA	NA	NA	NA
"PGEN_.00g101840"	3.27430987030449e-41	0.000265162942738286	0.981815497390839	0.166858179878851	0.854377670021894	"Scaffold_04"	60033809	60065559	"Q8R197"	"SAST_MOUSE"	"S-acyl fatty acid synthase thioesterase, medium chain (EC 3.1.2.14) (Oleoyl-ACP hydrolase) (Thioesterase II) (Thioesterase domain-containing protein 1)"	"GO:0004320; GO:0005829; GO:0008610; GO:0016295; GO:0016296; GO:0016297; GO:0047381; GO:0051792"	"cytosol [GO:0005829]; acyl-[acyl-carrier-protein] hydrolase activity [GO:0016297]; dodecanoyl-[acyl-carrier-protein] hydrolase activity [GO:0047381]; myristoyl-[acyl-carrier-protein] hydrolase activity [GO:0016295]; oleoyl-[acyl-carrier-protein] hydrolase activity [GO:0004320]; palmitoyl-[acyl-carrier-protein] hydrolase activity [GO:0016296]; lipid biosynthetic process [GO:0008610]; medium-chain fatty acid biosynthetic process [GO:0051792]"
"PGEN_.00g101990"	1.9062578428643e-06	0.0158410103885053	0.195499525397809	0.588070400588548	0.086273413810357	"Scaffold_04"	60544962	60550985	NA	NA	NA	NA	NA
"PGEN_.00g104420"	0.0107104592210193	6.09506459953746e-05	0.886553153071794	0.609525089642694	0.154963325833342	"Scaffold_05"	1878651	1887662	NA	NA	NA	NA	NA
"PGEN_.00g104730"	0.00180280056303289	1.47091213553068e-40	0.000591940715116814	7.89068560349697e-08	8.41305110189333e-61	"Scaffold_05"	2521223	2525989	NA	NA	NA	NA	NA
"PGEN_.00g104930"	0.0421514941417174	0.0166593409504347	0.876716356473631	0.00107868062801166	0.365290832499981	"Scaffold_05"	2955313	2998718	NA	NA	NA	NA	NA
"PGEN_.00g108490"	0.000107029044427499	8.74904798383323e-07	9.36742296401391e-06	1.33164828725313e-06	0.0164050964726584	"Scaffold_05"	11321164	11322981	NA	NA	NA	NA	NA
"PGEN_.00g108510"	0.0019445158064786	8.74982689690491e-11	1.76254353363628e-05	0.00102234853806038	0.330455462352327	"Scaffold_05"	11325835	11347220	"B0KTX4"	"UBIG_PSEPG"	"Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)"	"GO:0006744; GO:0008425; GO:0008689; GO:0032259"	"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity [GO:0008425]; 3-demethylubiquinone-9 3-O-methyltransferase activity [GO:0008689]; methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]"
"PGEN_.00g108700"	7.79680666727195e-13	1.91781054401544e-09	0.0608341797430252	0.259854339465703	0.0922609271620183	"Scaffold_05"	11889536	11890080	NA	NA	NA	NA	NA
"PGEN_.00g110260"	0.0049772254905245	4.45129298422781e-05	3.76167758455237e-08	0.858797023597117	0.00520866704651966	"Scaffold_05"	15669855	15764255	"Q39565"	"DYHB_CHLRE"	"Dynein beta chain, flagellar outer arm"	"GO:0003777; GO:0005524; GO:0005737; GO:0005874; GO:0007018; GO:0030030; GO:0030286; GO:0031514"	"cytoplasm [GO:0005737]; dynein complex [GO:0030286]; microtubule [GO:0005874]; motile cilium [GO:0031514]; ATP binding [GO:0005524]; microtubule motor activity [GO:0003777]; cell projection organization [GO:0030030]; microtubule-based movement [GO:0007018]"
"PGEN_.00g116020"	2.23864011899629e-06	0.00101403081804098	0.00105000814465871	0.00014584762417346	0.455514199736025	"Scaffold_05"	32921146	32970923	"B3EWY8"	"SAAR2_ACRMI"	"Skeletal aspartic acid-rich protein 2 (Fragment)"	"GO:0016021"	"integral component of membrane [GO:0016021]"
"PGEN_.00g116710"	8.96762828376239e-28	4.21995604332515e-121	2.59106088897067e-83	1.47119560083561e-14	8.55334682783521e-32	"Scaffold_05"	34291625	34335232	"B3EWY9"	"MLP_ACRMI"	"Mucin-like protein (Fragment)"	"GO:0005509; GO:0007160; GO:0016021"	"integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; cell-matrix adhesion [GO:0007160]"
"PGEN_.00g119520"	0.0350967517470588	0.0024158704439387	0.302779883079036	0.844720050941847	0.0374455861091639	"Scaffold_05"	42556627	42557256	NA	NA	NA	NA	NA
"PGEN_.00g120380"	6.51639082040973e-08	3.35195943848592e-25	1.62150254859888e-06	0.0451075825641166	8.36715978756925e-06	"Scaffold_05"	45416815	45417542	NA	NA	NA	NA	NA
"PGEN_.00g122230"	0.00872867810479522	3.69286937107588e-10	0.240548535047223	0.917527548914653	0.0174262321632159	"Scaffold_05"	49655390	49656016	NA	NA	NA	NA	NA
"PGEN_.00g123920"	1.74117140381242e-11	4.36043884420326e-13	0.228874917277164	0.878783711814308	5.82302209542889e-07	"Scaffold_05"	54424415	54448483	NA	NA	NA	NA	NA
"PGEN_.00g124830"	2.0397872494407e-06	0.00159942867378074	0.000119359965485883	0.521366167217248	1.10326079207982e-05	"Scaffold_05"	56716258	56795358	"D3YXG0"	"HMCN1_MOUSE"	"Hemicentin-1 (Fibulin-6) (FIBL-6)"	"GO:0005509; GO:0005576; GO:0005604; GO:0005913; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030054; GO:0032154; GO:0038023; GO:0042803; GO:0050839; GO:0051301; GO:0062023"	"basement membrane [GO:0005604]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cell-cell adherens junction [GO:0005913]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; cell adhesion molecule binding [GO:0050839]; protein homodimerization activity [GO:0042803]; signaling receptor activity [GO:0038023]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]"
"PGEN_.00g125310"	0.0103952620339827	0.00097442040789634	0.020632515302161	0.0276772939614028	2.36163052567621e-05	"Scaffold_05"	58046068	58110568	NA	NA	NA	NA	NA
"PGEN_.00g126370"	0.00314998304052601	0.00110907793227648	0.00161425978458972	0.367563055656673	9.1044407578133e-08	"Scaffold_05"	60832377	60837710	NA	NA	NA	NA	NA
"PGEN_.00g127230"	9.72085247370716e-89	5.78062987019941e-85	1.13502881455757e-11	9.06822850804383e-08	1.42107135302073e-91	"Scaffold_05"	62825525	62833060	NA	NA	NA	NA	NA
"PGEN_.00g127570"	0.0014919205454601	2.35257446161577e-12	0.451578089236508	0.819586671379066	3.14197632105599e-17	"Scaffold_05"	63496499	63500613	NA	NA	NA	NA	NA
"PGEN_.00g129780"	2.97370527876981e-13	3.33954549295145e-34	4.8343280614481e-28	0.0474394980853152	4.89466971851197e-20	"Scaffold_06"	2364924	2385026	"P61315"	"G3ST3_MOUSE"	"Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)"	"GO:0001733; GO:0009247; GO:0016021; GO:0032580; GO:0050694"	"Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]; galactose 3-O-sulfotransferase activity [GO:0050694]; galactosylceramide sulfotransferase activity [GO:0001733]; glycolipid biosynthetic process [GO:0009247]"
"PGEN_.00g130160"	3.17122722836139e-08	0.022245357028541	0.00584213924274119	0.0113906557775984	0.0413303364906292	"Scaffold_06"	3270606	3274261	"Q8BR93"	"HARB1_MOUSE"	"Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)"	"GO:0004518; GO:0005634; GO:0005829; GO:0005886; GO:0034451; GO:0046872"	"centriolar satellite [GO:0034451]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]"
"PGEN_.00g130700"	8.00204802990641e-40	9.97508460184469e-87	0.802967876139639	0.080952857861937	0.724095766813733	"Scaffold_06"	4611890	4623896	NA	NA	NA	NA	NA
"PGEN_.00g131030"	1.12588500846453e-05	0.0242107703626099	0.0506912185713585	0.686041720323978	0.0308316243404679	"Scaffold_06"	5295042	5305191	"Q9NXW9"	"ALKB4_HUMAN"	"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)"	"GO:0003779; GO:0005730; GO:0005737; GO:0006325; GO:0006482; GO:0016491; GO:0016706; GO:0030496; GO:0031032; GO:0032451; GO:0035516; GO:0036090; GO:0046872; GO:0070938; GO:0070989; GO:0080111; GO:1902275"	"contractile ring [GO:0070938]; cytoplasm [GO:0005737]; midbody [GO:0030496]; nucleolus [GO:0005730]; 2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; actin binding [GO:0003779]; demethylase activity [GO:0032451]; metal ion binding [GO:0046872]; oxidative DNA demethylase activity [GO:0035516]; oxidoreductase activity [GO:0016491]; actomyosin structure organization [GO:0031032]; chromatin organization [GO:0006325]; cleavage furrow ingression [GO:0036090]; DNA demethylation [GO:0080111]; oxidative demethylation [GO:0070989]; protein demethylation [GO:0006482]; regulation of chromatin organization [GO:1902275]"
"PGEN_.00g133000"	0.0251439049386454	0.0231339764969017	0.00120198612147124	0.316790072313842	9.81324494924436e-05	"Scaffold_06"	10182526	10182777	NA	NA	NA	NA	NA
"PGEN_.00g134400"	0.0107104592210193	7.03946899610642e-09	0.983269591175448	0.542138723287744	0.940852390456914	"Scaffold_06"	13548708	13578024	"P61315"	"G3ST3_MOUSE"	"Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)"	"GO:0001733; GO:0009247; GO:0016021; GO:0032580; GO:0050694"	"Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]; galactose 3-O-sulfotransferase activity [GO:0050694]; galactosylceramide sulfotransferase activity [GO:0001733]; glycolipid biosynthetic process [GO:0009247]"
"PGEN_.00g134790"	0.0384463675352322	0.00965140919330002	0.501594067628048	0.0757808813417526	0.458206726104249	"Scaffold_06"	14288894	14352831	NA	NA	NA	NA	NA
"PGEN_.00g135810"	0.0324329269960928	0.000387275396525428	0.416880716480311	0.974234753932216	0.809239899959332	"Scaffold_06"	17039205	17041620	NA	NA	NA	NA	NA
"PGEN_.00g136060"	9.75278519535571e-07	0.0354167681209075	0.40033870061369	0.483316529884752	5.75728283152708e-08	"Scaffold_06"	17698759	17724650	"Q9C5D2"	"FBL4_ARATH"	"F-box/LRR-repeat protein 4 (AtFBL4)"	"GO:0006289; GO:0006511; GO:0010225; GO:0016567; GO:0019005; GO:0031146"	"SCF ubiquitin ligase complex [GO:0019005]; nucleotide-excision repair [GO:0006289]; protein ubiquitination [GO:0016567]; response to UV-C [GO:0010225]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; ubiquitin-dependent protein catabolic process [GO:0006511]"
"PGEN_.00g139530"	0.0140018859464136	0.000131453507336078	0.240548535047223	0.446187394189228	0.146855739667028	"Scaffold_06"	25730256	25730618	NA	NA	NA	NA	NA
"PGEN_.00g139540"	1.12759101223842e-13	6.16505877706723e-14	4.0752100424852e-09	0.155228560944566	3.571803464687e-11	"Scaffold_06"	25730920	25732298	NA	NA	NA	NA	NA
"PGEN_.00g139560"	3.11791006753638e-10	1.16180398247605e-27	0.000313332805943021	0.122930698517793	1.91689174679497e-11	"Scaffold_06"	25734949	25736806	NA	NA	NA	NA	NA
"PGEN_.00g139570"	3.89834698452584e-12	1.51327390347496e-26	1.1966810291665e-07	0.000287562432604734	2.82075933698483e-15	"Scaffold_06"	25736847	25737710	NA	NA	NA	NA	NA
"PGEN_.00g140310"	1.14976894819712e-12	5.26842040962265e-42	4.16863082439697e-30	3.73071494838157e-29	2.09690855951874e-31	"Scaffold_06"	28097745	28112985	NA	NA	NA	NA	NA
"PGEN_.00g143270"	1.24658026252581e-10	3.65790323132583e-12	1.40993284768204e-23	0.0327266929600085	0.0480462541605544	"Scaffold_06"	36978300	36978638	NA	NA	NA	NA	NA
"PGEN_.00g149640"	2.76853579098485e-14	1.05866975818683e-14	1.38589945679697e-07	6.01010326099958e-56	5.3200607714205e-148	"Scaffold_06"	53208943	53234353	"Q80YX1"	"TENA_MOUSE"	"Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C)"	"GO:0001968; GO:0005576; GO:0005604; GO:0005614; GO:0005615; GO:0007155; GO:0007162; GO:0007528; GO:0008284; GO:0009612; GO:0010628; GO:0014012; GO:0031012; GO:0031175; GO:0042060; GO:0042475; GO:0045471; GO:0045545; GO:0060447; GO:0060739; GO:0060740; GO:0062023; GO:0071300; GO:0071305; GO:0071774; GO:0071799; GO:0098966"	"basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; interstitial matrix [GO:0005614]; perisynaptic extracellular matrix [GO:0098966]; fibronectin binding [GO:0001968]; syndecan binding [GO:0045545]; bud outgrowth involved in lung branching [GO:0060447]; cell adhesion [GO:0007155]; cellular response to prostaglandin D stimulus [GO:0071799]; cellular response to retinoic acid [GO:0071300]; cellular response to vitamin D [GO:0071305]; mesenchymal-epithelial cell signaling involved in prostate gland development [GO:0060739]; negative regulation of cell adhesion [GO:0007162]; neuromuscular junction development [GO:0007528]; neuron projection development [GO:0031175]; odontogenesis of dentin-containing tooth [GO:0042475]; peripheral nervous system axon regeneration [GO:0014012]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of gene expression [GO:0010628]; prostate gland epithelium morphogenesis [GO:0060740]; response to ethanol [GO:0045471]; response to fibroblast growth factor [GO:0071774]; response to mechanical stimulus [GO:0009612]; wound healing [GO:0042060]"
"PGEN_.00g150310"	2.0642803053164e-12	0.00423260726542544	0.246653449448886	0.00910158223841497	0.399906470002765	"Scaffold_06"	55124389	55134058	NA	NA	NA	NA	NA
"PGEN_.00g151730"	6.09215292970745e-05	2.31946000921889e-08	0.221760405333148	0.00368559702925029	0.0645783963024049	"Scaffold_06"	58908250	58921822	NA	NA	NA	NA	NA
"PGEN_.00g159640"	4.17768661901805e-05	8.04452031754398e-05	0.117946765022992	0.883287524633217	0.060139624853912	"Scaffold_07"	19130999	19146957	NA	NA	NA	NA	NA
"PGEN_.00g160750"	2.49059581517436e-19	2.7467623090852e-06	0.0793586600922936	0.0202855025787094	1.05774860511393e-08	"Scaffold_07"	22118445	22131261	NA	NA	NA	NA	NA
"PGEN_.00g164020"	1.27288447864737e-29	4.6172363635912e-11	0.00120198612147124	0.137085189814862	2.01641452188371e-05	"Scaffold_07"	30603488	30671660	"P16066"	"ANPRA_HUMAN"	"Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"	"GO:0001653; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007165; GO:0007166; GO:0007168; GO:0007589; GO:0008217; GO:0008528; GO:0010753; GO:0016021; GO:0016525; GO:0016941; GO:0017046; GO:0019901; GO:0019934; GO:0030308; GO:0035810; GO:0035815; GO:0042417; GO:0042562; GO:0043114; GO:0043235; GO:0048662; GO:0097746; GO:1903779"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; G protein-coupled peptide receptor activity [GO:0008528]; GTP binding [GO:0005525]; guanylate cyclase activity [GO:0004383]; hormone binding [GO:0042562]; natriuretic peptide receptor activity [GO:0016941]; peptide hormone binding [GO:0017046]; peptide receptor activity [GO:0001653]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; body fluid secretion [GO:0007589]; cell surface receptor signaling pathway [GO:0007166]; cGMP biosynthetic process [GO:0006182]; cGMP-mediated signaling [GO:0019934]; dopamine metabolic process [GO:0042417]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell growth [GO:0030308]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of cGMP-mediated signaling [GO:0010753]; positive regulation of renal sodium excretion [GO:0035815]; positive regulation of urine volume [GO:0035810]; receptor guanylyl cyclase signaling pathway [GO:0007168]; regulation of blood pressure [GO:0008217]; regulation of blood vessel diameter [GO:0097746]; regulation of cardiac conduction [GO:1903779]; regulation of vascular permeability [GO:0043114]; signal transduction [GO:0007165]"
