"","GO.IDs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Cat","GO.Slim.Term","TP","gene","uniprot","uniprot_taxa.id"
"56","GO:0000720",0.0229403280014812,0.999266906043068,2,3,"pyrimidine dimer repair by nucleotide-excision repair","BP","P","DNA metabolism","Day10","PGEN_.00g048200","Q96EB6","SIR1"
"591","GO:0080111",0.00479520240475127,0.99993354196357,2,3,"DNA demethylation","BP","P","DNA metabolism","Day145","PGEN_.00g020710","Q13686","ALKB1"
"592","GO:0080111",0.00479520240475127,0.99993354196357,2,3,"DNA demethylation","BP","P","DNA metabolism","Day145","PGEN_.00g131030","Q9NXW9","ALKB4"
"926","GO:0045740",0.00363944688885074,0.999910176043628,2,11,"positive regulation of DNA replication","BP","P","DNA metabolism","Persistent","PGEN_.00g024960","Q6BK42","DDI1"
"927","GO:0045740",0.00363944688885074,0.999910176043628,2,11,"positive regulation of DNA replication","BP","P","DNA metabolism","Persistent","PGEN_.00g211830","P16056","MET"
"928","GO:0080111",0.0162323566628306,0.999912341696798,1,3,"DNA demethylation","BP","P","DNA metabolism","Persistent","PGEN_.00g131030","Q9NXW9","ALKB4"
"929","GO:0006313",0.0177013671890227,0.999869740701432,1,6,"transposition, DNA-mediated","BP","P","DNA metabolism","Persistent","PGEN_.00g304970","D2GZW6","VRTN"
"218","GO:0005092",0.0234196682730197,0.999243028317987,2,3,"GDP-dissociation inhibitor activity","MF","F","enzyme regulator activity","Day10","PGEN_.00g279210","P81274","GPSM2"
"219","GO:0005092",0.0234196682730197,0.999243028317987,2,3,"GDP-dissociation inhibitor activity","MF","F","enzyme regulator activity","Day10","PGEN_.00g180390","Q9QXG2","RAE1"
"429","GO:0071782",0.0316603319792165,1,1,1,"endoplasmic reticulum tubular network","CC","C","ER/Golgi","Day135","PGEN_.00g329020","P70168","IMB1"
"1113","GO:0005796",0.00280055223967984,0.999827546848051,3,27,"Golgi lumen","CC","C","ER/Golgi","Persistent","PGEN_.00g069450","Q7Z5P9","MUC19"
"1114","GO:0005796",0.00280055223967984,0.999827546848051,3,27,"Golgi lumen","CC","C","ER/Golgi","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1115","GO:0005796",0.00280055223967984,0.999827546848051,3,27,"Golgi lumen","CC","C","ER/Golgi","Persistent","PGEN_.00g218470","O14594","NCAN"
"1116","GO:0005614",0.0302052311996654,0.999770506501085,1,2,"interstitial matrix","CC","C","extracellular matrix","Persistent","PGEN_.00g149640","Q80YX1","TENA"
"220","GO:0030020",0.0178697559047925,0.998355633391484,3,7,"extracellular matrix structural constituent conferring tensile strength","MF","F","extracellular structural activity","Day10","PGEN_.00g188760","A8TX70","CO6A5"
"221","GO:0030020",0.0178697559047925,0.998355633391484,3,7,"extracellular matrix structural constituent conferring tensile strength","MF","F","extracellular structural activity","Day10","PGEN_.00g303970","Q99715","COCA1"
"222","GO:0030020",0.0178697559047925,0.998355633391484,3,7,"extracellular matrix structural constituent conferring tensile strength","MF","F","extracellular structural activity","Day10","PGEN_.00g260940","Q7SIB2","CO4A1"
"223","GO:0035174",0.0300320776348003,0.998885925031068,2,3,"histone serine kinase activity","MF","F","kinase activity","Day10","PGEN_.00g004830","Q8BRK8","AAPK2"
"224","GO:0035174",0.0300320776348003,0.998885925031068,2,3,"histone serine kinase activity","MF","F","kinase activity","Day10","PGEN_.00g004840","P54646","AAPK2"
"225","GO:0047322",0.0300320776348003,0.998885925031068,2,3,"[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity","MF","F","kinase activity","Day10","PGEN_.00g004830","Q8BRK8","AAPK2"
"226","GO:0047322",0.0300320776348003,0.998885925031068,2,3,"[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity","MF","F","kinase activity","Day10","PGEN_.00g004840","P54646","AAPK2"
"227","GO:0050405",0.0300320776348003,0.998885925031068,2,3,"[acetyl-CoA carboxylase] kinase activity","MF","F","kinase activity","Day10","PGEN_.00g004830","Q8BRK8","AAPK2"
"228","GO:0050405",0.0300320776348003,0.998885925031068,2,3,"[acetyl-CoA carboxylase] kinase activity","MF","F","kinase activity","Day10","PGEN_.00g004840","P54646","AAPK2"
"802","GO:0005008",0.0417375463199372,1,1,1,"hepatocyte growth factor-activated receptor activity","MF","F","kinase activity","Day145","PGEN_.00g211830","P16056","MET"
"1193","GO:0004672",0.00580626969815695,0.998997550861814,5,116,"protein kinase activity","MF","F","kinase activity","Persistent","PGEN_.00g004840","P54646","AAPK2"
"1194","GO:0004672",0.00580626969815695,0.998997550861814,5,116,"protein kinase activity","MF","F","kinase activity","Persistent","PGEN_.00g035760","Q13976","KGP1"
"1195","GO:0004672",0.00580626969815695,0.998997550861814,5,116,"protein kinase activity","MF","F","kinase activity","Persistent","PGEN_.00g164020","P16066","ANPRA"
"1196","GO:0004672",0.00580626969815695,0.998997550861814,5,116,"protein kinase activity","MF","F","kinase activity","Persistent","PGEN_.00g211830","P16056","MET"
"1197","GO:0004672",0.00580626969815695,0.998997550861814,5,116,"protein kinase activity","MF","F","kinase activity","Persistent","PGEN_.00g334400","O01761","UNC89"
"1198","GO:0005008",0.0078819923351325,1,1,1,"hepatocyte growth factor-activated receptor activity","MF","F","kinase activity","Persistent","PGEN_.00g211830","P16056","MET"
"1199","GO:0035174",0.0387450369845848,0.999495412275291,1,3,"histone serine kinase activity","MF","F","kinase activity","Persistent","PGEN_.00g004840","P54646","AAPK2"
"1200","GO:0047322",0.0387450369845848,0.999495412275291,1,3,"[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity","MF","F","kinase activity","Persistent","PGEN_.00g004840","P54646","AAPK2"
"1201","GO:0050405",0.0387450369845848,0.999495412275291,1,3,"[acetyl-CoA carboxylase] kinase activity","MF","F","kinase activity","Persistent","PGEN_.00g004840","P54646","AAPK2"
"181","GO:0005947",0.028439604957653,0.998976535643569,2,3,"mitochondrial alpha-ketoglutarate dehydrogenase complex","CC","C","mitochondrion","Day10","PGEN_.00g130200","O55028","BCKD"
"182","GO:0005947",0.028439604957653,0.998976535643569,2,3,"mitochondrial alpha-ketoglutarate dehydrogenase complex","CC","C","mitochondrion","Day10","PGEN_.00g019720","P12694","ODBA"
"430","GO:0072492",0.0215344244765181,1,1,1,"host cell mitochondrial intermembrane space","CC","C","non-structural extracellular","Day135","PGEN_.00g027930","Q2M2S5","COA6"
"1117","GO:0005615",0.0314394087998256,0.987685313604719,9,478,"extracellular space","CC","C","non-structural extracellular","Persistent","PGEN_.00g057380","Q9ESD1","PRSS8"
"1118","GO:0005615",0.0314394087998256,0.987685313604719,9,478,"extracellular space","CC","C","non-structural extracellular","Persistent","PGEN_.00g149640","Q80YX1","TENA"
"1119","GO:0005615",0.0314394087998256,0.987685313604719,9,478,"extracellular space","CC","C","non-structural extracellular","Persistent","PGEN_.00g165230","Q8IWY4","SCUB1"
"1120","GO:0005615",0.0314394087998256,0.987685313604719,9,478,"extracellular space","CC","C","non-structural extracellular","Persistent","PGEN_.00g198010","P05099","MATN1"
"1121","GO:0005615",0.0314394087998256,0.987685313604719,9,478,"extracellular space","CC","C","non-structural extracellular","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1122","GO:0005615",0.0314394087998256,0.987685313604719,9,478,"extracellular space","CC","C","non-structural extracellular","Persistent","PGEN_.00g208580","Q3L254","WNT7B"
"1123","GO:0005615",0.0314394087998256,0.987685313604719,9,478,"extracellular space","CC","C","non-structural extracellular","Persistent","PGEN_.00g211830","P16056","MET"
"1124","GO:0005615",0.0314394087998256,0.987685313604719,9,478,"extracellular space","CC","C","non-structural extracellular","Persistent","PGEN_.00g263790","Q9I926","FUCL6"
"1125","GO:0005615",0.0314394087998256,0.987685313604719,9,478,"extracellular space","CC","C","non-structural extracellular","Persistent","PGEN_.00g283380","Q9XTQ6","TBH1"
"229","GO:0003918",0.00870177040730168,1,2,2,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity","MF","F","nucleic acid binding activity","Day10","PGEN_.00g333150","Q01320","TOP2A"
"230","GO:0003918",0.00870177040730168,1,2,2,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity","MF","F","nucleic acid binding activity","Day10","PGEN_.00g001210","Q9WTK8","SPO11"
"451","GO:0034513",0.0448932646168911,0.999485703872948,1,2,"box H/ACA snoRNA binding","MF","F","nucleic acid binding activity","Day135","PGEN_.00g054230","Q9CY66","GAR1"
"1202","GO:0000978",0.0176807604626911,0.99596607930162,5,161,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF","F","nucleic acid binding activity","Persistent","PGEN_.00g001170","Q66HA5","C2D1A"
"1203","GO:0000978",0.0176807604626911,0.99596607930162,5,161,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF","F","nucleic acid binding activity","Persistent","PGEN_.00g055620","Q5R452","SAFB1"
"1204","GO:0000978",0.0176807604626911,0.99596607930162,5,161,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF","F","nucleic acid binding activity","Persistent","PGEN_.00g167410","Q9Y2V3","RX"
"1205","GO:0000978",0.0176807604626911,0.99596607930162,5,161,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF","F","nucleic acid binding activity","Persistent","PGEN_.00g213360","Q14995","NR1D2"
"1206","GO:0000978",0.0176807604626911,0.99596607930162,5,161,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF","F","nucleic acid binding activity","Persistent","PGEN_.00g305680","O88873","GMEB2"
"183","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g261080","O75400","PR40A"
"184","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g036880","Q68CJ6","SLIP"
"185","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g054210","Q4TVV3","DDX46"
"186","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g111610","Q91WR3","ASCC2"
"187","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g024380","P49750","YLPM1"
"188","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g013150","Q9BQ04","RBM4B"
"189","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g150430","Q96L91","EP400"
"190","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g009290","Q8CG46","SMC5"
"191","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g172450","Q7ZVA0","SMU1"
"192","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g036870","Q8CF89","TAB1"
"193","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g322160","O43447","PPIH"
"194","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g004830","Q8BRK8","AAPK2"
"195","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g331860","Q5ZKA3","CWC22"
"196","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g070630","Q2TBS9","SMU1"
"197","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g279860","O70422","TF2H4"
"198","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g063780","Q2KJC1","CDC5L"
"199","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g264510","P83038","HDAC4"
"200","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g047870","Q501J6","DDX17"
"201","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g018000","B2RY56","RBM25"
"202","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g004840","P54646","AAPK2"
"203","GO:0016607",0.0334196199281974,0.981391688711785,21,148,"nuclear speck","CC","C","nucleus","Day10","PGEN_.00g167600","Q3T106","SRSF7"
"431","GO:0035267",0.0313030342682316,0.997589513366319,2,11,"NuA4 histone acetyltransferase complex","CC","C","nucleus","Day135","PGEN_.00g273340","Q9Y4A5","TRRAP"
"432","GO:0035267",0.0313030342682316,0.997589513366319,2,11,"NuA4 histone acetyltransferase complex","CC","C","nucleus","Day135","PGEN_.00g122490","Q9H2F5","EPC1"
"433","GO:0031499",0.0323020558982373,1,1,1,"TRAMP complex","CC","C","nucleus","Day135","PGEN_.00g179200","Q68ED3","PAPD5"
"434","GO:0031429",0.0448932646168911,0.999485703872948,1,2,"box H/ACA snoRNP complex","CC","C","nucleus","Day135","PGEN_.00g054230","Q9CY66","GAR1"
"435","GO:0032777",0.0468273686818622,0.999439873127396,1,2,"Piccolo NuA4 histone acetyltransferase complex","CC","C","nucleus","Day135","PGEN_.00g122490","Q9H2F5","EPC1"
"436","GO:0070877",0.047687871707139,0.999418838302315,1,2,"microprocessor complex","CC","C","nucleus","Day135","PGEN_.00g288630","Q5HZJ0","RNC"
"758","GO:0000812",0.00622658260664598,0.99961515269931,3,7,"Swr1 complex","CC","C","nucleus","Day145","PGEN_.00g150440","Q6ZRS2","SRCAP"
"759","GO:0000812",0.00622658260664598,0.99961515269931,3,7,"Swr1 complex","CC","C","nucleus","Day145","PGEN_.00g039890","Q80YV3","TRRAP"
"760","GO:0000812",0.00622658260664598,0.99961515269931,3,7,"Swr1 complex","CC","C","nucleus","Day145","PGEN_.00g266070","Q9Y4A5","TRRAP"
"761","GO:0000124",0.00797987424803095,0.999398634396676,3,9,"SAGA complex","CC","C","nucleus","Day145","PGEN_.00g040360","Q8I8U7","TRA1"
"762","GO:0000124",0.00797987424803095,0.999398634396676,3,9,"SAGA complex","CC","C","nucleus","Day145","PGEN_.00g039890","Q80YV3","TRRAP"
"763","GO:0000124",0.00797987424803095,0.999398634396676,3,9,"SAGA complex","CC","C","nucleus","Day145","PGEN_.00g266070","Q9Y4A5","TRRAP"
"764","GO:0035267",0.0132970682052595,0.998715872098286,3,11,"NuA4 histone acetyltransferase complex","CC","C","nucleus","Day145","PGEN_.00g040360","Q8I8U7","TRA1"
"765","GO:0035267",0.0132970682052595,0.998715872098286,3,11,"NuA4 histone acetyltransferase complex","CC","C","nucleus","Day145","PGEN_.00g039890","Q80YV3","TRRAP"
"766","GO:0035267",0.0132970682052595,0.998715872098286,3,11,"NuA4 histone acetyltransferase complex","CC","C","nucleus","Day145","PGEN_.00g266070","Q9Y4A5","TRRAP"
"767","GO:0030914",0.017632609971053,0.99931687303859,2,4,"STAGA complex","CC","C","nucleus","Day145","PGEN_.00g039890","Q80YV3","TRRAP"
"768","GO:0030914",0.017632609971053,0.99931687303859,2,4,"STAGA complex","CC","C","nucleus","Day145","PGEN_.00g266070","Q9Y4A5","TRRAP"
"769","GO:0005849",0.0432367773044353,1,1,1,"mRNA cleavage factor complex","CC","C","nucleus","Day145","PGEN_.00g076500","Q9UPN6","SCAF8"
"770","GO:0044615",0.0478832368938953,0.995625601473066,2,8,"nuclear pore nuclear basket","CC","C","nucleus","Day145","PGEN_.00g037350","Q13257","MD2L1"
"771","GO:0044615",0.0478832368938953,0.995625601473066,2,8,"nuclear pore nuclear basket","CC","C","nucleus","Day145","PGEN_.00g102230","Q9R1K9","CETN2"
"1126","GO:0005643",0.0399963092864436,0.996149284913183,2,34,"nuclear pore","CC","C","nucleus","Persistent","PGEN_.00g259110","Q99666","RGPD5"
"1127","GO:0005643",0.0399963092864436,0.996149284913183,2,34,"nuclear pore","CC","C","nucleus","Persistent","PGEN_.00g326070","Q5U249","ELYS"
"57","GO:0010460",0.00756522285509283,1,2,2,"positive regulation of heart rate","BP","P","other biological processes","Day10","PGEN_.00g252700","Q9ESQ5","TRPM4"
"58","GO:0010460",0.00756522285509283,1,2,2,"positive regulation of heart rate","BP","P","other biological processes","Day10","PGEN_.00g006410","P43005","EAA3"
"59","GO:0035994",0.00760620255749818,1,2,2,"response to muscle stretch","BP","P","other biological processes","Day10","PGEN_.00g277910","Q61165","SL9A1"
"60","GO:0035994",0.00760620255749818,1,2,2,"response to muscle stretch","BP","P","other biological processes","Day10","PGEN_.00g113850","Q04861","NFKB1"
"61","GO:0007632",0.0137841130115996,1,2,2,"visual behavior","BP","P","other biological processes","Day10","PGEN_.00g197510","Q24323","SEM2A"
"62","GO:0007632",0.0137841130115996,1,2,2,"visual behavior","BP","P","other biological processes","Day10","PGEN_.00g192440","P31596","EAA2"
"63","GO:0031669",0.0157593749987349,0.99874173654712,3,6,"cellular response to nutrient levels","BP","P","other biological processes","Day10","PGEN_.00g004830","Q8BRK8","AAPK2"
"64","GO:0031669",0.0157593749987349,0.99874173654712,3,6,"cellular response to nutrient levels","BP","P","other biological processes","Day10","PGEN_.00g047810","P97615","THIOM"
"65","GO:0031669",0.0157593749987349,0.99874173654712,3,6,"cellular response to nutrient levels","BP","P","other biological processes","Day10","PGEN_.00g004840","P54646","AAPK2"
"66","GO:0030317",0.0180775552743219,0.995624893875093,6,23,"flagellated sperm motility","BP","P","other biological processes","Day10","PGEN_.00g076380","P0DMQ6","DHSO"
"67","GO:0030317",0.0180775552743219,0.995624893875093,6,23,"flagellated sperm motility","BP","P","other biological processes","Day10","PGEN_.00g034960","P82094","TMF1"
"68","GO:0030317",0.0180775552743219,0.995624893875093,6,23,"flagellated sperm motility","BP","P","other biological processes","Day10","PGEN_.00g211830","P16056","MET"
"69","GO:0030317",0.0180775552743219,0.995624893875093,6,23,"flagellated sperm motility","BP","P","other biological processes","Day10","PGEN_.00g008080","Q9NQI0","DDX4"
"70","GO:0030317",0.0180775552743219,0.995624893875093,6,23,"flagellated sperm motility","BP","P","other biological processes","Day10","PGEN_.00g290410","Q9P2D7","DYH1"
"71","GO:0030317",0.0180775552743219,0.995624893875093,6,23,"flagellated sperm motility","BP","P","other biological processes","Day10","PGEN_.00g053950","Q4G0X9","CCD40"
"72","GO:0043114",0.0222562253966159,0.997769436044505,3,7,"regulation of vascular permeability","BP","P","other biological processes","Day10","PGEN_.00g164020","P16066","ANPRA"
"73","GO:0043114",0.0222562253966159,0.997769436044505,3,7,"regulation of vascular permeability","BP","P","other biological processes","Day10","PGEN_.00g148340","P16066","ANPRA"
"74","GO:0043114",0.0222562253966159,0.997769436044505,3,7,"regulation of vascular permeability","BP","P","other biological processes","Day10","PGEN_.00g131630","P11274","BCR"
"75","GO:0032526",0.0251997312880446,0.995680606434707,4,13,"response to retinoic acid","BP","P","other biological processes","Day10","PGEN_.00g073040","Q63046","RUNX1"
"76","GO:0032526",0.0251997312880446,0.995680606434707,4,13,"response to retinoic acid","BP","P","other biological processes","Day10","PGEN_.00g258860","O43174","CP26A"
"77","GO:0032526",0.0251997312880446,0.995680606434707,4,13,"response to retinoic acid","BP","P","other biological processes","Day10","PGEN_.00g229320","P98158","LRP2"
"78","GO:0032526",0.0251997312880446,0.995680606434707,4,13,"response to retinoic acid","BP","P","other biological processes","Day10","PGEN_.00g229340","P98158","LRP2"
"79","GO:0002064",0.0280366544324884,0.998999008683271,2,3,"epithelial cell development","BP","P","other biological processes","Day10","PGEN_.00g190220","Q4G0P3","HYDIN"
"80","GO:0002064",0.0280366544324884,0.998999008683271,2,3,"epithelial cell development","BP","P","other biological processes","Day10","PGEN_.00g190230","Q80W93","HYDIN"
"81","GO:0071380",0.0305949173240777,0.998853220802404,2,3,"cellular response to prostaglandin E stimulus","BP","P","other biological processes","Day10","PGEN_.00g004830","Q8BRK8","AAPK2"
"82","GO:0071380",0.0305949173240777,0.998853220802404,2,3,"cellular response to prostaglandin E stimulus","BP","P","other biological processes","Day10","PGEN_.00g004840","P54646","AAPK2"
"83","GO:0032480",0.0345841388670349,0.995617891188485,3,8,"negative regulation of type I interferon production","BP","P","other biological processes","Day10","PGEN_.00g057390","Q9ES54","NPL4"
"84","GO:0032480",0.0345841388670349,0.995617891188485,3,8,"negative regulation of type I interferon production","BP","P","other biological processes","Day10","PGEN_.00g220380","Q9UHD2","TBK1"
"85","GO:0032480",0.0345841388670349,0.995617891188485,3,8,"negative regulation of type I interferon production","BP","P","other biological processes","Day10","PGEN_.00g256920","O95786","DDX58"
"86","GO:0048511",0.0368099224169555,0.986733373830052,8,41,"rhythmic process","BP","P","other biological processes","Day10","PGEN_.00g042060","P51049","MR1BB"
"87","GO:0048511",0.0368099224169555,0.986733373830052,8,41,"rhythmic process","BP","P","other biological processes","Day10","PGEN_.00g333150","Q01320","TOP2A"
"88","GO:0048511",0.0368099224169555,0.986733373830052,8,41,"rhythmic process","BP","P","other biological processes","Day10","PGEN_.00g240870","O17482","TIM"
"89","GO:0048511",0.0368099224169555,0.986733373830052,8,41,"rhythmic process","BP","P","other biological processes","Day10","PGEN_.00g072260","Q5XXP2","OPN4"
"90","GO:0048511",0.0368099224169555,0.986733373830052,8,41,"rhythmic process","BP","P","other biological processes","Day10","PGEN_.00g004830","Q8BRK8","AAPK2"
"91","GO:0048511",0.0368099224169555,0.986733373830052,8,41,"rhythmic process","BP","P","other biological processes","Day10","PGEN_.00g172310","Q921F2","TADBP"
"92","GO:0048511",0.0368099224169555,0.986733373830052,8,41,"rhythmic process","BP","P","other biological processes","Day10","PGEN_.00g238800","Q93008","USP9X"
"93","GO:0048511",0.0368099224169555,0.986733373830052,8,41,"rhythmic process","BP","P","other biological processes","Day10","PGEN_.00g004840","P54646","AAPK2"
"94","GO:0031670",0.0407350738643164,0.997500565774906,2,4,"cellular response to nutrient","BP","P","other biological processes","Day10","PGEN_.00g316730","O95271","TNKS1"
"95","GO:0031670",0.0407350738643164,0.997500565774906,2,4,"cellular response to nutrient","BP","P","other biological processes","Day10","PGEN_.00g212560","Q6PFX9","TNKS1"
"96","GO:0071383",0.042623018080733,0.997317324136102,2,4,"cellular response to steroid hormone stimulus","BP","P","other biological processes","Day10","PGEN_.00g282120","O15118","NPC1"
"97","GO:0071383",0.042623018080733,0.997317324136102,2,4,"cellular response to steroid hormone stimulus","BP","P","other biological processes","Day10","PGEN_.00g145380","Q5R5I4","UB2L3"
"353","GO:0030336",0.00788740278859838,0.998264076226758,6,56,"negative regulation of cell migration","BP","P","other biological processes","Day135","PGEN_.00g101900","P35822","PTPRK"
"354","GO:0030336",0.00788740278859838,0.998264076226758,6,56,"negative regulation of cell migration","BP","P","other biological processes","Day135","PGEN_.00g209300","Q7Z6B7","SRGP1"
"355","GO:0030336",0.00788740278859838,0.998264076226758,6,56,"negative regulation of cell migration","BP","P","other biological processes","Day135","PGEN_.00g147860","P21359","NF1"
"356","GO:0030336",0.00788740278859838,0.998264076226758,6,56,"negative regulation of cell migration","BP","P","other biological processes","Day135","PGEN_.00g240170","Q99M80","PTPRT"
"357","GO:0030336",0.00788740278859838,0.998264076226758,6,56,"negative regulation of cell migration","BP","P","other biological processes","Day135","PGEN_.00g093280","Q15262","PTPRK"
"358","GO:0030336",0.00788740278859838,0.998264076226758,6,56,"negative regulation of cell migration","BP","P","other biological processes","Day135","PGEN_.00g064850","E9Q7E2","ARID2"
"359","GO:0032467",0.0162679553911206,0.998142177010673,3,19,"positive regulation of cytokinesis","BP","P","other biological processes","Day135","PGEN_.00g267550","E9Q5G3","KIF23"
"360","GO:0032467",0.0162679553911206,0.998142177010673,3,19,"positive regulation of cytokinesis","BP","P","other biological processes","Day135","PGEN_.00g243530","E9Q5G3","KIF23"
"361","GO:0032467",0.0162679553911206,0.998142177010673,3,19,"positive regulation of cytokinesis","BP","P","other biological processes","Day135","PGEN_.00g145470","O14578","CTRO"
"362","GO:0007638",0.0202742963775153,0.998882661265538,2,7,"mechanosensory behavior","BP","P","other biological processes","Day135","PGEN_.00g282660","Q27433","MEC2"
"363","GO:0007638",0.0202742963775153,0.998882661265538,2,7,"mechanosensory behavior","BP","P","other biological processes","Day135","PGEN_.00g110560","Q967D7","TUTL"
"364","GO:0045446",0.0215344244765181,1,1,1,"endothelial cell differentiation","BP","P","other biological processes","Day135","PGEN_.00g165230","Q8IWY4","SCUB1"
"365","GO:0060026",0.0258198172399964,0.998273366424894,2,9,"convergent extension","BP","P","other biological processes","Day135","PGEN_.00g010610","O75581","LRP6"
"366","GO:0060026",0.0258198172399964,0.998273366424894,2,9,"convergent extension","BP","P","other biological processes","Day135","PGEN_.00g215970","Q6TEN1","RAP1B"
"367","GO:0033500",0.0323020558982373,1,1,1,"carbohydrate homeostasis","BP","P","other biological processes","Day135","PGEN_.00g179200","Q68ED3","PAPD5"
"368","GO:0001770",0.0352619556049385,1,1,1,"establishment of natural killer cell polarity","BP","P","other biological processes","Day135","PGEN_.00g192760","Q96L92","SNX27"
"369","GO:0030593",0.0393630561516848,0.996621942716052,2,10,"neutrophil chemotaxis","BP","P","other biological processes","Day135","PGEN_.00g007340","Q08499","PDE4D"
"370","GO:0030593",0.0393630561516848,0.996621942716052,2,10,"neutrophil chemotaxis","BP","P","other biological processes","Day135","PGEN_.00g339840","O60331","PI51C"
"371","GO:0060325",0.0406094582493639,0.996526752977102,2,9,"face morphogenesis","BP","P","other biological processes","Day135","PGEN_.00g010610","O75581","LRP6"
"372","GO:0060325",0.0406094582493639,0.996526752977102,2,9,"face morphogenesis","BP","P","other biological processes","Day135","PGEN_.00g008040","Q6KCD5","NIPBL"
"373","GO:0044089",0.047224026883177,1,1,1,"positive regulation of cellular component biogenesis","BP","P","other biological processes","Day135","PGEN_.00g256810","O55203","LDB2"
"374","GO:0060285",0.0487985762365187,0.995286130084491,2,10,"cilium-dependent cell motility","BP","P","other biological processes","Day135","PGEN_.00g031880","B4J4Y2","KTU"
"375","GO:0060285",0.0487985762365187,0.995286130084491,2,10,"cilium-dependent cell motility","BP","P","other biological processes","Day135","PGEN_.00g290410","Q9P2D7","DYH1"
"376","GO:0046649",0.0493779987589912,1,1,1,"lymphocyte activation","BP","P","other biological processes","Day135","PGEN_.00g045860","Q8CIS0","CAR11"
"593","GO:0051660",0.00644884163960798,1,2,2,"establishment of centrosome localization","BP","P","other biological processes","Day145","PGEN_.00g037350","Q13257","MD2L1"
"594","GO:0051660",0.00644884163960798,1,2,2,"establishment of centrosome localization","BP","P","other biological processes","Day145","PGEN_.00g269010","Q8TEW0","PARD3"
"595","GO:0071404",0.0084310043425783,0.999842889827754,2,3,"cellular response to low-density lipoprotein particle stimulus","BP","P","other biological processes","Day145","PGEN_.00g282120","O15118","NPC1"
"596","GO:0071404",0.0084310043425783,0.999842889827754,2,3,"cellular response to low-density lipoprotein particle stimulus","BP","P","other biological processes","Day145","PGEN_.00g275360","Q9GLP0","ITB1"
"597","GO:0070293",0.0142578202452278,0.999648428123615,2,3,"renal absorption","BP","P","other biological processes","Day145","PGEN_.00g076930","P70057","KCNQ1"
"598","GO:0070293",0.0142578202452278,0.999648428123615,2,3,"renal absorption","BP","P","other biological processes","Day145","PGEN_.00g065950","O73925","KCNQ1"
"599","GO:0071872",0.0187539156346223,0.999463627894263,2,3,"cellular response to epinephrine stimulus","BP","P","other biological processes","Day145","PGEN_.00g277910","Q61165","SL9A1"
