"","gene","GO.Slim.Term","adj.pval.Initial.Treatment","scaffold","start","end","uniprot.id","uniprot_taxa.id","Uniprot.Name","GO.IDs","GO.Descript"
"138","PGEN_.00g200990","other biological processes",3.49100246316818e-07,"Scaffold_09",29871362,29915749,"Q92824","PCSK5_HUMAN","Proprotein convertase subtilisin/kexin type 5 (EC 3.4.21.-) (Proprotein convertase 5) (PC5) (Proprotein convertase 6) (PC6) (hPC6) (Subtilisin/kexin-like protease PC5)","GO:0001822; GO:0002001; GO:0003279; GO:0004175; GO:0004252; GO:0005576; GO:0005615; GO:0005794; GO:0005796; GO:0005802; GO:0006465; GO:0007267; GO:0007368; GO:0007507; GO:0007566; GO:0008233; GO:0009952; GO:0016020; GO:0016485; GO:0016486; GO:0019058; GO:0030141; GO:0030173; GO:0030323; GO:0032455; GO:0035108; GO:0042089; GO:0042277; GO:0043043; GO:0048566; GO:0048706; GO:0051004; GO:0060976","extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; Golgi lumen [GO:0005796]; integral component of Golgi membrane [GO:0030173]; membrane [GO:0016020]; secretory granule [GO:0030141]; trans-Golgi network [GO:0005802]; endopeptidase activity [GO:0004175]; peptidase activity [GO:0008233]; peptide binding [GO:0042277]; serine-type endopeptidase activity [GO:0004252]; anterior/posterior pattern specification [GO:0009952]; cardiac septum development [GO:0003279]; cell-cell signaling [GO:0007267]; coronary vasculature development [GO:0060976]; cytokine biosynthetic process [GO:0042089]; determination of left/right symmetry [GO:0007368]; embryo implantation [GO:0007566]; embryonic digestive tract development [GO:0048566]; embryonic skeletal system development [GO:0048706]; heart development [GO:0007507]; kidney development [GO:0001822]; limb morphogenesis [GO:0035108]; nerve growth factor processing [GO:0032455]; peptide biosynthetic process [GO:0043043]; peptide hormone processing [GO:0016486]; protein processing [GO:0016485]; regulation of lipoprotein lipase activity [GO:0051004]; renin secretion into blood stream [GO:0002001]; respiratory tube development [GO:0030323]; signal peptide processing [GO:0006465]; viral life cycle [GO:0019058]"
"139","PGEN_.00g203340","other biological processes",8.57479793176633e-05,"Scaffold_09",36039731,36080013,"Q32L09","SHFL_BOVIN","Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog (SHFL) (Repressor of yield of DENV protein homolog) (RyDEN)","GO:0000932; GO:0003723; GO:0005634; GO:0005737; GO:0006449; GO:0034340; GO:0034341; GO:0034342; GO:0043022; GO:0045071; GO:0051607; GO:0075523; GO:1990825; GO:2001125","cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; sequence-specific mRNA binding [GO:1990825]; defense response to virus [GO:0051607]; negative regulation of translational frameshifting [GO:2001125]; negative regulation of viral genome replication [GO:0045071]; regulation of translational termination [GO:0006449]; response to interferon-gamma [GO:0034341]; response to type I interferon [GO:0034340]; response to type III interferon [GO:0034342]; viral translational frameshifting [GO:0075523]"
"140","PGEN_.00g203450","other biological processes",1.96794343219673e-05,"Scaffold_09",36210214,36218864,"Q9BV99","LRC61_HUMAN","Leucine-rich repeat-containing protein 61","GO:0005737; GO:0008104; GO:0019901","cytoplasm [GO:0005737]; protein kinase binding [GO:0019901]; protein localization [GO:0008104]"
"141","PGEN_.00g204470","other biological processes",2.22765576291168e-11,"Scaffold_10",450153,503366,"P41221","WNT5A_HUMAN","Protein Wnt-5a","GO:0000187; GO:0001736; GO:0001756; GO:0001837; GO:0001938; GO:0001947; GO:0002053; GO:0002088; GO:0002741; GO:0003323; GO:0003402; GO:0003408; GO:0003700; GO:0005109; GO:0005115; GO:0005125; GO:0005543; GO:0005576; GO:0005615; GO:0005788; GO:0005796; GO:0005886; GO:0007223; GO:0007257; GO:0007411; GO:0007442; GO:0007494; GO:0008584; GO:0008595; GO:0009986; GO:0010033; GO:0010595; GO:0010628; GO:0010800; GO:0010820; GO:0010976; GO:0016055; GO:0019904; GO:0021891; GO:0030182; GO:0030216; GO:0030324; GO:0030514; GO:0030665; GO:0030666; GO:0030669; GO:0031012; GO:0032092; GO:0032148; GO:0032729; GO:0032755; GO:0033138; GO:0034613; GO:0035567; GO:0036342; GO:0036517; GO:0036518; GO:0038031; GO:0040037; GO:0042060; GO:0042733; GO:0043032; GO:0043066; GO:0043122; GO:0044212; GO:0045080; GO:0045165; GO:0045198; GO:0045599; GO:0045732; GO:0045745; GO:0045766; GO:0045778; GO:0045807; GO:0045836; GO:0045892; GO:0045893; GO:0045944; GO:0048018; GO:0048022; GO:0048146; GO:0048341; GO:0048570; GO:0048706; GO:0048806; GO:0048843; GO:0048850; GO:0050680; GO:0050718; GO:0050727; GO:0050729; GO:0050807; GO:0051092; GO:0051216; GO:0051885; GO:0051964; GO:0060028; GO:0060029; GO:0060065; GO:0060067; GO:0060068; GO:0060070; GO:0060071; GO:0060157; GO:0060324; GO:0060340; GO:0060599; GO:0060638; GO:0060686; GO:0060744; GO:0060750; GO:0060760; GO:0060762; GO:0060775; GO:0060809; GO:0060907; GO:0061024; GO:0061036; GO:0061347; GO:0061348; GO:0061349; GO:0061350; GO:0061354; GO:0062009; GO:0070062; GO:0070245; GO:0071222; GO:0071277; GO:0071300; GO:0071346; GO:0071425; GO:0071560; GO:0072201; GO:0090009; GO:0090037; GO:0090090; GO:0090103; GO:0090179; GO:0090630; GO:0097325; GO:0098794; GO:0098978; GO:0099054; GO:0099068; GO:0099175; GO:0099566; GO:0150012; GO:1900020; GO:1901216; GO:1902379; GO:1902474; GO:1903827; GO:1904469; GO:1904861; GO:1904862; GO:1904934; GO:1904938; GO:1904953; GO:1904955; GO:2000049; GO:2000052; GO:2000484","cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; clathrin-coated vesicle membrane [GO:0030665]; endocytic vesicle membrane [GO:0030666]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; chemoattractant activity involved in axon guidance [GO:1902379]; cytokine activity [GO:0005125]; DNA-binding transcription factor activity [GO:0003700]; frizzled binding [GO:0005109]; phospholipid binding [GO:0005543]; protein domain specific binding [GO:0019904]; receptor ligand activity [GO:0048018]; receptor tyrosine kinase-like orphan receptor binding [GO:0005115]; transcription regulatory region DNA binding [GO:0044212]; activation of GTPase activity [GO:0090630]; activation of JUN kinase activity [GO:0007257]; activation of MAPK activity [GO:0000187]; activation of protein kinase B activity [GO:0032148]; anterior/posterior axis specification, embryo [GO:0008595]; axon guidance [GO:0007411]; canonical Wnt signaling pathway [GO:0060070]; cartilage development [GO:0051216]; cell fate commitment [GO:0045165]; cellular protein localization [GO:0034613]; cellular response to calcium ion [GO:0071277]; cellular response to interferon-gamma [GO:0071346]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to retinoic acid [GO:0071300]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cervix development [GO:0060067]; chemoattraction of serotonergic neuron axon [GO:0036517]; chemorepulsion of dopaminergic neuron axon [GO:0036518]; cochlea morphogenesis [GO:0090103]; convergent extension involved in axis elongation [GO:0060028]; convergent extension involved in organogenesis [GO:0060029]; embryonic digit morphogenesis [GO:0042733]; embryonic skeletal system development [GO:0048706]; epithelial cell proliferation involved in mammary gland duct elongation [GO:0060750]; epithelial to mesenchymal transition [GO:0001837]; establishment of epithelial cell apical/basal polarity [GO:0045198]; establishment of planar polarity [GO:0001736]; excitatory synapse assembly [GO:1904861]; face development [GO:0060324]; genitalia development [GO:0048806]; heart looping [GO:0001947]; hematopoietic stem cell proliferation [GO:0071425]; hindgut morphogenesis [GO:0007442]; hypophysis morphogenesis [GO:0048850]; inhibitory synapse assembly [GO:1904862]; keratinocyte differentiation [GO:0030216]; lateral sprouting involved in mammary gland duct morphogenesis [GO:0060599]; lens development in camera-type eye [GO:0002088]; lung development [GO:0030324]; male gonad development [GO:0008584]; mammary gland branching involved in thelarche [GO:0060744]; melanocyte proliferation [GO:0097325]; membrane organization [GO:0061024]; mesenchymal-epithelial cell signaling [GO:0060638]; mesodermal to mesenchymal transition involved in gastrulation [GO:0060809]; midgut development [GO:0007494]; negative regulation of apoptotic process [GO:0043066]; negative regulation of axon extension involved in axon guidance [GO:0048843]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cell proliferation in midbrain [GO:1904934]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; negative regulation of melanin biosynthetic process [GO:0048022]; negative regulation of mesenchymal cell proliferation [GO:0072201]; negative regulation of prostatic bud formation [GO:0060686]; negative regulation of synapse assembly [GO:0051964]; negative regulation of transcription, DNA-templated [GO:0045892]; neuron differentiation [GO:0030182]; non-canonical Wnt signaling pathway [GO:0035567]; non-canonical Wnt signaling pathway via JNK cascade [GO:0038031]; notochord morphogenesis [GO:0048570]; olfactory bulb interneuron development [GO:0021891]; optic cup formation involved in camera-type eye development [GO:0003408]; paraxial mesoderm formation [GO:0048341]; planar cell polarity pathway involved in axis elongation [GO:0003402]; planar cell polarity pathway involved in axon guidance [GO:1904938]; planar cell polarity pathway involved in cardiac muscle tissue morphogenesis [GO:0061350]; planar cell polarity pathway involved in cardiac right atrium morphogenesis [GO:0061349]; planar cell polarity pathway involved in gastrula mediolateral intercalation [GO:0060775]; planar cell polarity pathway involved in midbrain dopaminergic neuron differentiation [GO:1904955]; planar cell polarity pathway involved in neural tube closure [GO:0090179]; planar cell polarity pathway involved in outflow tract morphogenesis [GO:0061347]; planar cell polarity pathway involved in pericardium morphogenesis [GO:0061354]; planar cell polarity pathway involved in ventricular septum morphogenesis [GO:0061348]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cartilage development [GO:0061036]; positive regulation of cell-cell adhesion mediated by cadherin [GO:2000049]; positive regulation of chemokine biosynthetic process [GO:0045080]; positive regulation of cytokine secretion involved in immune response [GO:0002741]; positive regulation of endocytosis [GO:0045807]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of G protein-coupled receptor signaling pathway [GO:0045745]; positive regulation of gene expression [GO:0010628]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interferon-gamma production [GO:0032729]; positive regulation of interleukin-1 beta secretion [GO:0050718]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 secretion [GO:2000484]; positive regulation of macrophage activation [GO:0043032]; positive regulation of macrophage cytokine production [GO:0060907]; positive regulation of meiotic nuclear division [GO:0045836]; positive regulation of mesenchymal cell proliferation [GO:0002053]; positive regulation of neuron death [GO:1901216]; positive regulation of neuron projection arborization [GO:0150012]; positive regulation of neuron projection development [GO:0010976]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of non-canonical Wnt signaling pathway [GO:2000052]; positive regulation of ossification [GO:0045778]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; positive regulation of protein binding [GO:0032092]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein kinase C activity [GO:1900020]; positive regulation of protein kinase C signaling [GO:0090037]; positive regulation of protein localization to synapse [GO:1902474]; positive regulation of response to cytokine stimulus [GO:0060760]; positive regulation of T cell chemotaxis [GO:0010820]; positive regulation of thymocyte apoptotic process [GO:0070245]; positive regulation of timing of anagen [GO:0051885]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of tumor necrosis factor secretion [GO:1904469]; positive regulation of type I interferon-mediated signaling pathway [GO:0060340]; post-anal tail morphogenesis [GO:0036342]; postsynapse assembly [GO:0099068]; presynapse assembly [GO:0099054]; primitive streak formation [GO:0090009]; regulation of branching involved in mammary gland duct morphogenesis [GO:0060762]; regulation of cellular protein localization [GO:1903827]; regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043122]; regulation of inflammatory response [GO:0050727]; regulation of postsynapse organization [GO:0099175]; regulation of postsynaptic cytosolic calcium ion concentration [GO:0099566]; regulation of synapse organization [GO:0050807]; response to organic substance [GO:0010033]; secondary palate development [GO:0062009]; somitogenesis [GO:0001756]; type B pancreatic cell development [GO:0003323]; urinary bladder development [GO:0060157]; uterus development [GO:0060065]; vagina development [GO:0060068]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation [GO:1904953]; Wnt signaling pathway, calcium modulating pathway [GO:0007223]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]; wound healing [GO:0042060]"
"142","PGEN_.00g205840","other biological processes",6.41179479978713e-05,"Scaffold_10",4271858,4295258,"Q9UGM3","DMBT1_HUMAN","Deleted in malignant brain tumors 1 protein (Glycoprotein 340) (Gp-340) (Hensin) (Salivary agglutinin) (SAG) (Surfactant pulmonary-associated D-binding protein)","GO:0001530; GO:0003677; GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006898; GO:0007275; GO:0008329; GO:0009897; GO:0015031; GO:0016032; GO:0019898; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0044267; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0061844; GO:0070062; GO:0070891; GO:1904399","cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of membrane [GO:0019898]; phagocytic vesicle membrane [GO:0030670]; zymogen granule membrane [GO:0042589]; calcium-dependent protein binding [GO:0048306]; DNA binding [GO:0003677]; heparan sulfate binding [GO:1904399]; lipopolysaccharide binding [GO:0001530]; lipoteichoic acid binding [GO:0070891]; pattern recognition receptor activity [GO:0038187]; scavenger receptor activity [GO:0005044]; signaling pattern recognition receptor activity [GO:0008329]; zymogen binding [GO:0035375]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular protein metabolic process [GO:0044267]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; multicellular organism development [GO:0007275]; protein transport [GO:0015031]; receptor-mediated endocytosis [GO:0006898]; viral process [GO:0016032]"
"143","PGEN_.00g206440","other biological processes",0.0124612410906153,"Scaffold_10",6499792,6535264,"P51612","XPC_MOUSE","DNA repair protein complementing XP-C cells homolog (Xeroderma pigmentosum group C-complementing protein homolog) (p125)","GO:0000109; GO:0000111; GO:0000715; GO:0000720; GO:0003684; GO:0003697; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006281; GO:0006289; GO:0006298; GO:0006974; GO:0010224; GO:0010996; GO:0031573; GO:0042493; GO:0043231; GO:0044877; GO:0070914; GO:0071942; GO:0090734; GO:1901990; GO:1990731","cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleotide-excision repair complex [GO:0000109]; nucleotide-excision repair factor 2 complex [GO:0000111]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; site of DNA damage [GO:0090734]; XPC complex [GO:0071942]; damaged DNA binding [GO:0003684]; protein-containing complex binding [GO:0044877]; single-stranded DNA binding [GO:0003697]; cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; intra-S DNA damage checkpoint [GO:0031573]; mismatch repair [GO:0006298]; nucleotide-excision repair [GO:0006289]; nucleotide-excision repair, DNA damage recognition [GO:0000715]; pyrimidine dimer repair by nucleotide-excision repair [GO:0000720]; regulation of mitotic cell cycle phase transition [GO:1901990]; response to auditory stimulus [GO:0010996]; response to drug [GO:0042493]; response to UV-B [GO:0010224]; UV-damage excision repair [GO:0070914]; UV-damage excision repair, DNA incision [GO:1990731]"
"144","PGEN_.00g206830","other biological processes",5.37304715682813e-08,"Scaffold_10",7705122,7770823,"Q8BW94","DYH3_MOUSE","Dynein heavy chain 3, axonemal (Axonemal beta dynein heavy chain 3) (Ciliary dynein heavy chain 3)","GO:0003341; GO:0005524; GO:0005874; GO:0007018; GO:0008569; GO:0030286; GO:0036156; GO:0045505; GO:0051959","dynein complex [GO:0030286]; inner dynein arm [GO:0036156]; microtubule [GO:0005874]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; cilium movement [GO:0003341]; microtubule-based movement [GO:0007018]"
"145","PGEN_.00g208580","other biological processes",1.51022692051445e-76,"Scaffold_10",11353032,11413765,"Q3L254","WNT7B_CHICK","Protein Wnt-7b","GO:0005109; GO:0005615; GO:0016055; GO:0021871; GO:0030182; GO:0045165; GO:0046330; GO:0048018; GO:0048144; GO:0060070; GO:0070307; GO:0071300; GO:0072089","extracellular space [GO:0005615]; frizzled binding [GO:0005109]; receptor ligand activity [GO:0048018]; canonical Wnt signaling pathway [GO:0060070]; cell fate commitment [GO:0045165]; cellular response to retinoic acid [GO:0071300]; fibroblast proliferation [GO:0048144]; forebrain regionalization [GO:0021871]; lens fiber cell development [GO:0070307]; neuron differentiation [GO:0030182]; positive regulation of JNK cascade [GO:0046330]; stem cell proliferation [GO:0072089]; Wnt signaling pathway [GO:0016055]"
"146","PGEN_.00g208680","other biological processes",0.0118812498347795,"Scaffold_10",11676984,11730904,"Q9UPS8","ANR26_HUMAN","Ankyrin repeat domain-containing protein 26","GO:0005813; GO:0045599","centrosome [GO:0005813]; negative regulation of fat cell differentiation [GO:0045599]"
"147","PGEN_.00g209370","other biological processes",5.5134890776708e-31,"Scaffold_10",13964677,13984388,"Q7JQD3","GELS1_LUMTE","Gelsolin-like protein 1 (Actin-modulator) (EWAM) (EWAM-P1)","GO:0003779; GO:0005509; GO:0005737; GO:0005856; GO:0007275; GO:0030041; GO:0030043; GO:0045010; GO:0051014; GO:0051015; GO:0051693","cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]; actin filament capping [GO:0051693]; actin filament fragmentation [GO:0030043]; actin filament polymerization [GO:0030041]; actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; multicellular organism development [GO:0007275]"
"148","PGEN_.00g211830","other biological processes",0.00298653749416712,"Scaffold_10",21025397,21043857,"P16056","MET_MOUSE","Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)","GO:0000122; GO:0000187; GO:0001764; GO:0001886; GO:0001889; GO:0001890; GO:0004672; GO:0004713; GO:0004714; GO:0005008; GO:0005524; GO:0005615; GO:0005737; GO:0005886; GO:0005887; GO:0007169; GO:0007268; GO:0007420; GO:0007517; GO:0007519; GO:0008013; GO:0009925; GO:0010628; GO:0010629; GO:0010800; GO:0010801; GO:0010828; GO:0010976; GO:0014069; GO:0014812; GO:0014902; GO:0016020; GO:0017154; GO:0019903; GO:0030182; GO:0030317; GO:0030425; GO:0030534; GO:0031016; GO:0031116; GO:0032675; GO:0033138; GO:0035024; GO:0036126; GO:0042593; GO:0042802; GO:0043005; GO:0043025; GO:0043235; GO:0043274; GO:0043548; GO:0044877; GO:0045211; GO:0045740; GO:0045840; GO:0045944; GO:0046777; GO:0048012; GO:0048754; GO:0050775; GO:0050804; GO:0050918; GO:0051450; GO:0051497; GO:0051897; GO:0055013; GO:0060048; GO:0060076; GO:0060079; GO:0060665; GO:0061436; GO:0070495; GO:0071526; GO:0071635; GO:0072593; GO:1900407; GO:1900745; GO:1901299; GO:1905098; GO:2001028","basal plasma membrane [GO:0009925]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; excitatory synapse [GO:0060076]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; receptor complex [GO:0043235]; sperm flagellum [GO:0036126]; ATP binding [GO:0005524]; beta-catenin binding [GO:0008013]; hepatocyte growth factor-activated receptor activity [GO:0005008]; identical protein binding [GO:0042802]; phosphatidylinositol 3-kinase binding [GO:0043548]; phospholipase binding [GO:0043274]; protein kinase activity [GO:0004672]; protein phosphatase binding [GO:0019903]; protein tyrosine kinase activity [GO:0004713]; protein-containing complex binding [GO:0044877]; semaphorin receptor activity [GO:0017154]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; activation of MAPK activity [GO:0000187]; adult behavior [GO:0030534]; brain development [GO:0007420]; branching morphogenesis of an epithelial tube [GO:0048754]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; chemical synaptic transmission [GO:0007268]; endothelial cell morphogenesis [GO:0001886]; establishment of skin barrier [GO:0061436]; excitatory postsynaptic potential [GO:0060079]; flagellated sperm motility [GO:0030317]; glucose homeostasis [GO:0042593]; hepatocyte growth factor receptor signaling pathway [GO:0048012]; liver development [GO:0001889]; modulation of chemical synaptic transmission [GO:0050804]; muscle cell migration [GO:0014812]; muscle organ development [GO:0007517]; myoblast proliferation [GO:0051450]; myotube differentiation [GO:0014902]; negative regulation of gene expression [GO:0010629]; negative regulation of guanyl-nucleotide exchange factor activity [GO:1905098]; negative regulation of hydrogen peroxide-mediated programmed cell death [GO:1901299]; negative regulation of peptidyl-threonine phosphorylation [GO:0010801]; negative regulation of Rho protein signal transduction [GO:0035024]; negative regulation of stress fiber assembly [GO:0051497]; negative regulation of thrombin-activated receptor signaling pathway [GO:0070495]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta production [GO:0071635]; neuron differentiation [GO:0030182]; neuron migration [GO:0001764]; pancreas development [GO:0031016]; placenta development [GO:0001890]; positive chemotaxis [GO:0050918]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of DNA replication [GO:0045740]; positive regulation of endothelial cell chemotaxis [GO:2001028]; positive regulation of gene expression [GO:0010628]; positive regulation of glucose transmembrane transport [GO:0010828]; positive regulation of microtubule polymerization [GO:0031116]; positive regulation of mitotic nuclear division [GO:0045840]; positive regulation of neuron projection development [GO:0010976]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autophosphorylation [GO:0046777]; reactive oxygen species metabolic process [GO:0072593]; regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling [GO:0060665]; regulation of cellular response to oxidative stress [GO:1900407]; regulation of interleukin-6 production [GO:0032675]; semaphorin-plexin signaling pathway [GO:0071526]; skeletal muscle tissue development [GO:0007519]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]"
"149","PGEN_.00g212560","other biological processes",0.0461108752441688,"Scaffold_10",22638194,22648336,"Q6PFX9","TNKS1_MOUSE","Poly [ADP-ribose] polymerase tankyrase-1 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 5) (ARTD5) (Protein poly-ADP-ribosyltransferase tankyrase-1) (EC 2.4.2.-) (TRF1-interacting ankyrin-related ADP-ribose polymerase 1) (Tankyrase I) (Tankyrase-1) (TANK1)","GO:0000139; GO:0000209; GO:0000781; GO:0000784; GO:0003950; GO:0005634; GO:0005643; GO:0005654; GO:0005737; GO:0005794; GO:0005815; GO:0005829; GO:0006471; GO:0008270; GO:0015031; GO:0016055; GO:0016604; GO:0018105; GO:0018107; GO:0031670; GO:0031965; GO:0032212; GO:0042393; GO:0045944; GO:0051028; GO:0051225; GO:0051301; GO:0051973; GO:0070198; GO:0070212; GO:0070213; GO:0090263; GO:0097431; GO:1904355; GO:1904357; GO:1904743; GO:1904908; GO:1990404","chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; microtubule organizing center [GO:0005815]; mitotic spindle pole [GO:0097431]; nuclear body [GO:0016604]; nuclear chromosome, telomeric region [GO:0000784]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; histone binding [GO:0042393]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; protein ADP-ribosylase activity [GO:1990404]; zinc ion binding [GO:0008270]; cell division [GO:0051301]; cellular response to nutrient [GO:0031670]; mRNA transport [GO:0051028]; negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric [GO:1904908]; negative regulation of telomere maintenance via telomere lengthening [GO:1904357]; negative regulation of telomeric DNA binding [GO:1904743]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomere capping [GO:1904355]; positive regulation of telomere maintenance via telomerase [GO:0032212]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein ADP-ribosylation [GO:0006471]; protein auto-ADP-ribosylation [GO:0070213]; protein localization to chromosome, telomeric region [GO:0070198]; protein poly-ADP-ribosylation [GO:0070212]; protein polyubiquitination [GO:0000209]; protein transport [GO:0015031]; spindle assembly [GO:0051225]; Wnt signaling pathway [GO:0016055]"
