"gene"	"adj.pval.treatment1"	"adj.pval.treatment2"	"adj.pval.treatment1_x_treatment2"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g233360"	3.13137481516856e-15	5.01625188404943e-60	5.15525605229357e-07	"Scaffold_11"	26583481	26583714	NA	NA	NA	NA	NA
"PGEN_.00g344620"	0.0495009108261607	0.52615177618353	5.15525605229357e-07	"Scaffold_18"	14564174	14590582	"Q9Z0E6"	"GBP2_MOUSE"	"Guanylate-binding protein 2 (EC 3.6.5.-) (GTP-binding protein 2) (GBP-2) (mGBP-2) (mGBP2) (Guanine nucleotide-binding protein 2) (Interferon-induced guanylate-binding protein 2)"	"GO:0000139; GO:0003924; GO:0005525; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0009617; GO:0015629; GO:0020005; GO:0031410; GO:0034504; GO:0035458; GO:0042803; GO:0042832; GO:0044406; GO:0048471; GO:0050830; GO:0071222; GO:0071346"	"actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; symbiont-containing vacuole membrane [GO:0020005]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein homodimerization activity [GO:0042803]; adhesion of symbiont to host [GO:0044406]; cellular response to interferon-beta [GO:0035458]; cellular response to interferon-gamma [GO:0071346]; cellular response to lipopolysaccharide [GO:0071222]; defense response to Gram-positive bacterium [GO:0050830]; defense response to protozoan [GO:0042832]; protein localization to nucleus [GO:0034504]; response to bacterium [GO:0009617]"
"PGEN_.00g010910"	0.826546754772649	0.000144408749743792	5.34489726903107e-07	"Scaffold_01"	28733679	28734907	NA	NA	NA	NA	NA
"PGEN_.00g123920"	0.229018773290524	0.878677872912182	5.8266820716032e-07	"Scaffold_05"	54424415	54448483	NA	NA	NA	NA	NA
"PGEN_.00g349440"	0.0351908077209877	0.43070614985613	8.07398056489326e-07	"Scaffold_18"	27686936	27710873	NA	NA	NA	NA	NA
"PGEN_.00g008090"	0.620036758721446	0.0145249351214515	8.29525488754928e-07	"Scaffold_01"	20356918	20368229	NA	NA	NA	NA	NA
"PGEN_.00g288770"	0.00369082061083786	0.801460375859917	9.22764142417359e-07	"Scaffold_14"	29002502	29018612	NA	NA	NA	NA	NA
"PGEN_.00g304250"	0.00993253798745698	0.314910735124238	1.03548926889551e-06	"Scaffold_15"	18341336	18341860	NA	NA	NA	NA	NA
"PGEN_.00g153580"	1.88449978655404e-06	2.9718332216925e-06	1.21621757236028e-06	"Scaffold_07"	2326054	2404467	"Q3UCV8"	"OTUL_MOUSE"	"Ubiquitin thioesterase otulin (EC 3.4.19.12) (Deubiquitinating enzyme otulin) (OTU domain-containing deubiquitinase with linear linkage specificity) (Ubiquitin thioesterase Gumby)"	"GO:0002040; GO:0004843; GO:0005737; GO:0008234; GO:0010803; GO:0016055; GO:0032088; GO:0045087; GO:0050728; GO:0060828; GO:0070431; GO:1990108"	"cytoplasm [GO:0005737]; cysteine-type peptidase activity [GO:0008234]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; innate immune response [GO:0045087]; negative regulation of inflammatory response [GO:0050728]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070431]; protein linear deubiquitination [GO:1990108]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; sprouting angiogenesis [GO:0002040]; Wnt signaling pathway [GO:0016055]"
"PGEN_.00g170010"	3.02077191359046e-06	6.31917333986687e-09	1.65545240782881e-06	"Scaffold_08"	5050520	5055437	NA	NA	NA	NA	NA
"PGEN_.00g078180"	0.937525850314864	0.577757749927598	2.03004709394546e-06	"Scaffold_03"	57063493	57089952	NA	NA	NA	NA	NA
"PGEN_.00g066220"	1.07349416217621e-05	0.891395606672078	2.47133499907084e-06	"Scaffold_03"	23350020	23351543	NA	NA	NA	NA	NA
"PGEN_.00g053170"	3.24818486826933e-06	0.000123951533420904	2.69827859364204e-06	"Scaffold_02"	55381667	55443330	"Q8N695"	"SC5A8_HUMAN"	"Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)"	"GO:0005886; GO:0006811; GO:0006915; GO:0008028; GO:0015129; GO:0015552; GO:0015913; GO:0016021; GO:0016324; GO:0022803; GO:0034356; GO:0070062; GO:0140161"	"apical plasma membrane [GO:0016324]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; lactate transmembrane transporter activity [GO:0015129]; monocarboxylate:sodium symporter activity [GO:0140161]; monocarboxylic acid transmembrane transporter activity [GO:0008028]; passive transmembrane transporter activity [GO:0022803]; propionate transmembrane transporter activity [GO:0015552]; apoptotic process [GO:0006915]; ion transport [GO:0006811]; NAD biosynthesis via nicotinamide riboside salvage pathway [GO:0034356]; short-chain fatty acid import [GO:0015913]"
"PGEN_.00g051430"	0.743340667592993	0.0275330999195033	3.63899800054801e-06	"Scaffold_02"	50797608	50888432	"Q2HJF4"	"PBLD_BOVIN"	"Phenazine biosynthesis-like domain-containing protein (EC 5.1.-.-)"	"GO:0005737; GO:0009058; GO:0010633; GO:0010719; GO:0016853; GO:0030277; GO:0030512; GO:0042802; GO:0050680; GO:0060392; GO:0060394"	"cytoplasm [GO:0005737]; identical protein binding [GO:0042802]; isomerase activity [GO:0016853]; biosynthetic process [GO:0009058]; maintenance of gastrointestinal epithelium [GO:0030277]; negative regulation of epithelial cell migration [GO:0010633]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of epithelial to mesenchymal transition [GO:0010719]; negative regulation of pathway-restricted SMAD protein phosphorylation [GO:0060394]; negative regulation of SMAD protein signal transduction [GO:0060392]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]"
"PGEN_.00g229290"	0.793247929762094	5.68871319245863e-08	3.76728046866151e-06	"Scaffold_11"	14384730	14401505	"P33274"	"CP4F1_RAT"	"Cytochrome P450 4F1 (EC 1.14.14.1) (CYPIVF1) (Cytochrome P450-A3)"	"GO:0005506; GO:0005789; GO:0006690; GO:0008391; GO:0009636; GO:0019369; GO:0020037; GO:0043231; GO:0050544; GO:0070330"	"endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; arachidonic acid binding [GO:0050544]; arachidonic acid monooxygenase activity [GO:0008391]; aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; arachidonic acid metabolic process [GO:0019369]; icosanoid metabolic process [GO:0006690]; response to toxic substance [GO:0009636]"
"PGEN_.00g235100"	0.0559505551232442	0.970130334987832	3.91384559837494e-06	"Scaffold_11"	30961314	30996909	"Q687X5"	"STEA4_HUMAN"	"Metalloreductase STEAP4 (EC 1.16.1.9) (Six-transmembrane epithelial antigen of prostate 4) (SixTransMembrane protein of prostate 2) (Tumor necrosis factor, alpha-induced protein 9)"	"GO:0000139; GO:0005654; GO:0005768; GO:0005886; GO:0008823; GO:0009055; GO:0015677; GO:0016021; GO:0020037; GO:0031901; GO:0045444; GO:0046872; GO:0052851; GO:0055072; GO:0055114; GO:0070062; GO:0070207; GO:0071949; GO:0098706"	"early endosome membrane [GO:0031901]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; cupric reductase activity [GO:0008823]; electron transfer activity [GO:0009055]; FAD binding [GO:0071949]; ferric-chelate reductase (NADPH) activity [GO:0052851]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; copper ion import [GO:0015677]; fat cell differentiation [GO:0045444]; iron ion homeostasis [GO:0055072]; iron ion import across cell outer membrane [GO:0098706]; oxidation-reduction process [GO:0055114]; protein homotrimerization [GO:0070207]"
"PGEN_.00g230620"	8.76118839374329e-09	0.260076070451925	5.16145708987451e-06	"Scaffold_11"	18400504	18451055	"A6QP05"	"DHR12_BOVIN"	"Dehydrogenase/reductase SDR family member 12 (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 40C member 1)"	"GO:0016491"	"oxidoreductase activity [GO:0016491]"
"PGEN_.00g199570"	0.896652759400583	0.0812599089091386	6.26645139822548e-06	"Scaffold_09"	24920274	24925015	"Q9VVI3"	"NEDD4_DROME"	"E3 ubiquitin-protein ligase Nedd-4 (DNedd4) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NEDD4)"	"GO:0000209; GO:0002092; GO:0004842; GO:0005112; GO:0005737; GO:0005886; GO:0006511; GO:0007219; GO:0007411; GO:0007528; GO:0008586; GO:0016199; GO:0016567; GO:0017022; GO:0019904; GO:0031623; GO:0043161; GO:0045732; GO:0045746; GO:0045807; GO:0045879; GO:0048814; GO:0051965; GO:0061630; GO:1905062; GO:1905306; GO:2000650"	"cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; myosin binding [GO:0017022]; Notch binding [GO:0005112]; protein domain specific binding [GO:0019904]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; axon guidance [GO:0007411]; axon midline choice point recognition [GO:0016199]; imaginal disc-derived wing vein morphogenesis [GO:0008586]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of smoothened signaling pathway [GO:0045879]; negative regulation of sodium ion transmembrane transporter activity [GO:2000650]; neuromuscular junction development [GO:0007528]; Notch signaling pathway [GO:0007219]; positive regulation of cardiac myofibril assembly [GO:1905306]; positive regulation of cardioblast proliferation [GO:1905062]; positive regulation of endocytosis [GO:0045807]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of receptor internalization [GO:0002092]; positive regulation of synapse assembly [GO:0051965]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; receptor internalization [GO:0031623]; regulation of dendrite morphogenesis [GO:0048814]; ubiquitin-dependent protein catabolic process [GO:0006511]"
"PGEN_.00g021710"	0.169451748478775	0.640011737591255	6.43619128608315e-06	"Scaffold_01"	59074776	59113683	"A0JN53"	"RPAP1_BOVIN"	"RNA polymerase II-associated protein 1"	"GO:0003677; GO:0003899; GO:0005634; GO:0006366"	"nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; transcription by RNA polymerase II [GO:0006366]"
"PGEN_.00g164830"	1.85228631307814e-06	2.60287899951082e-06	8.02690866582086e-06	"Scaffold_07"	33281542	33281937	NA	NA	NA	NA	NA
"PGEN_.00g308970"	0.00590963707571896	1.60921177529929e-11	8.13902919127236e-06	"Scaffold_15"	30256878	30261165	"Q93075"	"TATD2_HUMAN"	"Putative deoxyribonuclease TATDN2 (EC 3.1.21.-)"	"GO:0005634; GO:0005654; GO:0016888; GO:0036498; GO:0046872"	"nucleoplasm [GO:0005654]; nucleus [GO:0005634]; endodeoxyribonuclease activity, producing 5'-phosphomonoesters [GO:0016888]; metal ion binding [GO:0046872]; IRE1-mediated unfolded protein response [GO:0036498]"
"PGEN_.00g000280"	1.71285378317722e-07	0.627146382426752	8.25221706959982e-06	"Scaffold_01"	402378	436712	"Q8ZXT3"	"Y1111_PYRAE"	"Uncharacterized protein PAE1111"	""	""
"PGEN_.00g120380"	1.62252172053444e-06	0.0451359342816616	8.37241884463008e-06	"Scaffold_05"	45416815	45417542	NA	NA	NA	NA	NA
"PGEN_.00g299840"	0.00246643523910897	0.86000090138441	8.53785882851644e-06	"Scaffold_15"	7038040	7046342	NA	NA	NA	NA	NA
"PGEN_.00g207710"	0.329596927560492	0.859597413096865	8.63970585693373e-06	"Scaffold_10"	9604745	9666293	"Q6NZ06"	"ILF2_DANRE"	"Interleukin enhancer-binding factor 2 homolog"	"GO:0003677; GO:0003725; GO:0005524; GO:0005634; GO:0005730; GO:0006351; GO:0006955; GO:0016740; GO:0045893"	"nucleolus [GO:0005730]; nucleus [GO:0005634]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; double-stranded RNA binding [GO:0003725]; transferase activity [GO:0016740]; immune response [GO:0006955]; positive regulation of transcription, DNA-templated [GO:0045893]; transcription, DNA-templated [GO:0006351]"
"PGEN_.00g293770"	1.7537595123665e-07	3.64048519281508e-18	9.45691886568665e-06	"Scaffold_14"	39827169	39841781	NA	NA	NA	NA	NA
"PGEN_.00g175660"	5.07542342251513e-11	0.763088090179181	9.9120957510985e-06	"Scaffold_08"	20500779	20535991	"Q9BZ19"	"ANR60_HUMAN"	"Ankyrin repeat domain-containing protein 60"	""	""
"PGEN_.00g278820"	1.67069610468078e-88	0.000694257070684539	1.01172382756703e-05	"Scaffold_14"	6530037	6533107	NA	NA	NA	NA	NA
"PGEN_.00g312460"	0.0101267862003665	0.813369922513086	1.07743993755034e-05	"Scaffold_15"	39551379	39573571	"Q9NRA2"	"S17A5_HUMAN"	"Sialin (H(+)/nitrate cotransporter) (H(+)/sialic acid cotransporter) (AST) (Membrane glycoprotein HP59) (Solute carrier family 17 member 5) (Vesicular H(+)/Aspartate-glutamate cotransporter)"	"GO:0005351; GO:0005764; GO:0005765; GO:0005829; GO:0005886; GO:0005887; GO:0006811; GO:0006820; GO:0006865; GO:0009617; GO:0015136; GO:0015538; GO:0015739; GO:0016020; GO:0016021; GO:0030054; GO:0030672"	"cell junction [GO:0030054]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]; plasma membrane [GO:0005886]; synaptic vesicle membrane [GO:0030672]; carbohydrate:proton symporter activity [GO:0005351]; sialic acid transmembrane transporter activity [GO:0015136]; sialic acid:proton symporter activity [GO:0015538]; amino acid transport [GO:0006865]; anion transport [GO:0006820]; ion transport [GO:0006811]; response to bacterium [GO:0009617]; sialic acid transport [GO:0015739]"
"PGEN_.00g124830"	0.000119434987462933	0.52169386436817	1.10395423066714e-05	"Scaffold_05"	56716258	56795358	"D3YXG0"	"HMCN1_MOUSE"	"Hemicentin-1 (Fibulin-6) (FIBL-6)"	"GO:0005509; GO:0005576; GO:0005604; GO:0005913; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030054; GO:0032154; GO:0038023; GO:0042803; GO:0050839; GO:0051301; GO:0062023"	"basement membrane [GO:0005604]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cell-cell adherens junction [GO:0005913]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; cell adhesion molecule binding [GO:0050839]; protein homodimerization activity [GO:0042803]; signaling receptor activity [GO:0038023]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]"
"PGEN_.00g110700"	0.482775303916641	0.138356594649247	1.12337048572372e-05	"Scaffold_05"	17149148	17195094	"G5EFF5"	"DAF12_CAEEL"	"Nuclear hormone receptor family member daf-12 (Abnormal dauer formation protein 12)"	"GO:0000122; GO:0000976; GO:0000977; GO:0000981; GO:0003700; GO:0004879; GO:0005634; GO:0006629; GO:0006935; GO:0007275; GO:0008134; GO:0008270; GO:0008340; GO:0009593; GO:0010035; GO:0010286; GO:0030154; GO:0030374; GO:0038023; GO:0040024; GO:0040034; GO:0042632; GO:0043051; GO:0043327; GO:0043565; GO:0045944; GO:0055088; GO:0060179; GO:0061065; GO:0061066; GO:0070781; GO:0071222; GO:0090575; GO:1902051; GO:1902052"	"nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]; (25S)-Delta(4)-dafachronate binding [GO:1902051]; (25S)-Delta(7)-dafachronate binding [GO:1902052]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; nuclear receptor activity [GO:0004879]; nuclear receptor transcription coactivator activity [GO:0030374]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; signaling receptor activity [GO:0038023]; transcription factor binding [GO:0008134]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]; cell differentiation [GO:0030154]; cellular response to lipopolysaccharide [GO:0071222]; chemotaxis [GO:0006935]; chemotaxis to cAMP [GO:0043327]; cholesterol homeostasis [GO:0042632]; dauer larval development [GO:0040024]; detection of chemical stimulus [GO:0009593]; determination of adult lifespan [GO:0008340]; heat acclimation [GO:0010286]; lipid homeostasis [GO:0055088]; lipid metabolic process [GO:0006629]; male mating behavior [GO:0060179]; multicellular organism development [GO:0007275]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of dauer larval development [GO:0061066]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of dauer larval development [GO:0061065]; regulation of development, heterochronic [GO:0040034]; regulation of pharyngeal pumping [GO:0043051]; response to biotin [GO:0070781]; response to inorganic substance [GO:0010035]"
"PGEN_.00g162010"	0.430388997057262	0.820101810707837	1.12337048572372e-05	"Scaffold_07"	25478145	25482170	"Q961D9"	"BCL9_DROME"	"Protein BCL9 homolog (Protein legless)"	"GO:0003713; GO:0005634; GO:0005654; GO:0005829; GO:0006351; GO:0007367; GO:0007491; GO:0008587; GO:0035223; GO:0035293; GO:0045944; GO:0060070; GO:1990907"	"beta-catenin-TCF complex [GO:1990907]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription coactivator activity [GO:0003713]; canonical Wnt signaling pathway [GO:0060070]; chitin-based larval cuticle pattern formation [GO:0035293]; imaginal disc-derived wing margin morphogenesis [GO:0008587]; leg disc pattern formation [GO:0035223]; positive regulation of transcription by RNA polymerase II [GO:0045944]; segment polarity determination [GO:0007367]; sternite morphogenesis [GO:0007491]; transcription, DNA-templated [GO:0006351]"
"PGEN_.00g211020"	0.351913893971764	0.104501843073837	1.12337048572372e-05	"Scaffold_10"	18557632	18564854	NA	NA	NA	NA	NA
"PGEN_.00g137910"	0.0423974599220278	0.00631915530013053	1.1587931392213e-05	"Scaffold_06"	21904708	21936513	"P46023"	"GR101_LYMST"	"G-protein coupled receptor GRL101"	"GO:0004930; GO:0005886; GO:0016021"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]"
"PGEN_.00g024960"	2.31416964190717e-09	0.563458053843619	1.83380408240805e-05	"Scaffold_01"	69278011	69280314	"Q6BK42"	"DDI1_DEBHA"	"DNA damage-inducible protein 1 (EC 3.4.23.-)"	"GO:0000149; GO:0004190; GO:0005737; GO:0005886; GO:0009306; GO:0043130; GO:0043328; GO:0045740; GO:0072710"	"cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; aspartic-type endopeptidase activity [GO:0004190]; SNARE binding [GO:0000149]; ubiquitin binding [GO:0043130]; positive regulation of DNA replication [GO:0045740]; protein secretion [GO:0009306]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]; response to hydroxyurea [GO:0072710]"
"PGEN_.00g164020"	0.00120274161243738	0.137950735410511	2.01768191001814e-05	"Scaffold_07"	30603488	30671660	"P16066"	"ANPRA_HUMAN"	"Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"	"GO:0001653; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007165; GO:0007166; GO:0007168; GO:0007589; GO:0008217; GO:0008528; GO:0010753; GO:0016021; GO:0016525; GO:0016941; GO:0017046; GO:0019901; GO:0019934; GO:0030308; GO:0035810; GO:0035815; GO:0042417; GO:0042562; GO:0043114; GO:0043235; GO:0048662; GO:0097746; GO:1903779"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; G protein-coupled peptide receptor activity [GO:0008528]; GTP binding [GO:0005525]; guanylate cyclase activity [GO:0004383]; hormone binding [GO:0042562]; natriuretic peptide receptor activity [GO:0016941]; peptide hormone binding [GO:0017046]; peptide receptor activity [GO:0001653]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; body fluid secretion [GO:0007589]; cell surface receptor signaling pathway [GO:0007166]; cGMP biosynthetic process [GO:0006182]; cGMP-mediated signaling [GO:0019934]; dopamine metabolic process [GO:0042417]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell growth [GO:0030308]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of cGMP-mediated signaling [GO:0010753]; positive regulation of renal sodium excretion [GO:0035815]; positive regulation of urine volume [GO:0035810]; receptor guanylyl cyclase signaling pathway [GO:0007168]; regulation of blood pressure [GO:0008217]; regulation of blood vessel diameter [GO:0097746]; regulation of cardiac conduction [GO:1903779]; regulation of vascular permeability [GO:0043114]; signal transduction [GO:0007165]"
"PGEN_.00g316050"	0.000977101690941986	0.801460375859917	2.02905881955566e-05	"Scaffold_16"	459215	459469	NA	NA	NA	NA	NA
"PGEN_.00g328290"	1.34738628505389e-09	0.619037622669197	2.0846048735504e-05	"Scaffold_17"	2395545	2400683	NA	NA	NA	NA	NA
"PGEN_.00g043540"	0.270622430878742	0.0795475326849357	2.19585202889486e-05	"Scaffold_02"	29160274	29161715	NA	NA	NA	NA	NA
"PGEN_.00g063860"	4.06839180138578e-07	0.146048062221335	2.21950279544421e-05	"Scaffold_03"	16121565	16194929	"P9WKC0"	"Y1425_MYCTO"	"Putative diacyglycerol O-acyltransferase MT1468 (EC 2.3.1.20) (Putative triacylglycerol synthase MT1468)"	"GO:0004144; GO:0006071; GO:0019432"	"diacylglycerol O-acyltransferase activity [GO:0004144]; glycerol metabolic process [GO:0006071]; triglyceride biosynthetic process [GO:0019432]"
"PGEN_.00g312690"	0.000604925825389172	0.000785721959660744	2.21950279544421e-05	"Scaffold_15"	40337744	40343589	"Q6AZB8"	"HARB1_DANRE"	"Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)"	"GO:0004518; GO:0005634; GO:0005737; GO:0046872"	"cytoplasm [GO:0005737]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]"
"PGEN_.00g325420"	0.637129851759291	0.37798687971179	2.31137860418507e-05	"Scaffold_16"	26820840	26832929	"Q6UX40"	"TM107_HUMAN"	"Transmembrane protein 107"	"GO:0016021; GO:0021532; GO:0035869; GO:0036038; GO:0042733; GO:0060271; GO:1904491; GO:1905515"	"ciliary transition zone [GO:0035869]; integral component of membrane [GO:0016021]; MKS complex [GO:0036038]; cilium assembly [GO:0060271]; embryonic digit morphogenesis [GO:0042733]; neural tube patterning [GO:0021532]; non-motile cilium assembly [GO:1905515]; protein localization to ciliary transition zone [GO:1904491]"
"PGEN_.00g125310"	0.0206454835707426	0.0276946901235372	2.36311489432789e-05	"Scaffold_05"	58046068	58110568	NA	NA	NA	NA	NA
"PGEN_.00g233580"	0.253537875639413	0.972043114851193	2.46321959269688e-05	"Scaffold_11"	27099534	27108460	"P68372"	"TBB4B_MOUSE"	"Tubulin beta-4B chain (Tubulin beta-2C chain)"	"GO:0000226; GO:0000278; GO:0003725; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0043209; GO:0045298"	"cytoplasm [GO:0005737]; microtubule [GO:0005874]; myelin sheath [GO:0043209]; tubulin complex [GO:0045298]; double-stranded RNA binding [GO:0003725]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule cytoskeleton organization [GO:0000226]; microtubule-based process [GO:0007017]; mitotic cell cycle [GO:0000278]"
"PGEN_.00g066200"	3.39173440983547e-06	0.58090120071781	2.60359849557757e-05	"Scaffold_03"	23345122	23347681	NA	NA	NA	NA	NA
"PGEN_.00g334800"	0.155441551387791	0.935825307380979	2.63390087937369e-05	"Scaffold_17"	23270284	23313385	"Q9Y4C0"	"NRX3A_HUMAN"	"Neurexin-3 (Neurexin III-alpha) (Neurexin-3-alpha)"	"GO:0005886; GO:0005887; GO:0007158; GO:0007411; GO:0007612; GO:0030534; GO:0035176; GO:0038023; GO:0046872; GO:0050839; GO:0071625; GO:0097109"	"integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; cell adhesion molecule binding [GO:0050839]; metal ion binding [GO:0046872]; neuroligin family protein binding [GO:0097109]; signaling receptor activity [GO:0038023]; adult behavior [GO:0030534]; axon guidance [GO:0007411]; learning [GO:0007612]; neuron cell-cell adhesion [GO:0007158]; social behavior [GO:0035176]; vocalization behavior [GO:0071625]"
"PGEN_.00g336350"	0.0843757800911756	0.000182379238880096	2.64257122221136e-05	"Scaffold_17"	27471023	27538687	NA	NA	NA	NA	NA
"PGEN_.00g285330"	1.23649098782073e-17	0.000166253705858709	3.30910587839876e-05	"Scaffold_14"	22480283	22493744	NA	NA	NA	NA	NA
"PGEN_.00g185140"	0.00603567664725091	0.000359812968992996	3.5126614000258e-05	"Scaffold_08"	45059602	45075597	NA	NA	NA	NA	NA
"PGEN_.00g194760"	5.41752365011091e-06	0.0440728121759044	3.6818760863098e-05	"Scaffold_09"	10315046	10324136	NA	NA	NA	NA	NA
"PGEN_.00g034230"	0.439946823382043	4.55010252710526e-09	3.7397193247595e-05	"Scaffold_02"	3270822	3271806	NA	NA	NA	NA	NA
"PGEN_.00g270020"	0.920689470719069	0.084543488290265	4.12413600170001e-05	"Scaffold_13"	28530263	28600990	"Q6P1L5"	"F117B_HUMAN"	"Protein FAM117B (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 13 protein)"	""	""
"PGEN_.00g015800"	0.0160140018578994	0.0113978152092618	4.87837697157983e-05	"Scaffold_01"	42028001	42054472	"O76840"	"PPN1_CAEEL"	"Papilin (Abnormal cell migration protein 6)"	"GO:0000902; GO:0002119; GO:0004867; GO:0005604; GO:0008233; GO:0009792; GO:0032504; GO:0048598"	"basement membrane [GO:0005604]; peptidase activity [GO:0008233]; serine-type endopeptidase inhibitor activity [GO:0004867]; cell morphogenesis [GO:0000902]; embryo development ending in birth or egg hatching [GO:0009792]; embryonic morphogenesis [GO:0048598]; multicellular organism reproduction [GO:0032504]; nematode larval development [GO:0002119]"
"PGEN_.00g215680"	1.90631104485379e-12	0.0949217553106191	5.72261117644018e-05	"Scaffold_10"	30482539	30569120	"Q24270"	"CAC1D_DROME"	"Voltage-dependent calcium channel type D subunit alpha-1 (DmCa1D)"	"GO:0005245; GO:0005891; GO:0006816; GO:0006936; GO:0016322; GO:0016323; GO:0016324; GO:0019722; GO:0034765; GO:0042045; GO:0046872; GO:0070509; GO:0070588"	"apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; voltage-gated calcium channel complex [GO:0005891]; metal ion binding [GO:0046872]; voltage-gated calcium channel activity [GO:0005245]; calcium ion import [GO:0070509]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; calcium-mediated signaling [GO:0019722]; epithelial fluid transport [GO:0042045]; muscle contraction [GO:0006936]; neuron remodeling [GO:0016322]; regulation of ion transmembrane transport [GO:0034765]"
