"","gene","GO.Slim.Term","adj.pval.treatment","scaffold","start","end","uniprot.id","uniprot_taxa.id","Uniprot.Name","GO.IDs","GO.Descript"
"34","PGEN_.00g290440","cytoskeletal activity",2.38813059478079e-05,"Scaffold_14",32730787,32752148,"Q91V41","RAB14_MOUSE","Ras-related protein Rab-14","GO:0000139; GO:0003924; GO:0005525; GO:0005764; GO:0005769; GO:0005770; GO:0005791; GO:0005795; GO:0005802; GO:0005829; GO:0005886; GO:0006886; GO:0006895; GO:0007589; GO:0008543; GO:0016324; GO:0019003; GO:0030133; GO:0030140; GO:0030659; GO:0031489; GO:0031901; GO:0032456; GO:0032482; GO:0032880; GO:0042175; GO:0042742; GO:0043231; GO:0045176; GO:0045335; GO:0045995; GO:0048471; GO:0055037; GO:0090387; GO:0097208; GO:0098993","alveolar lamellar body [GO:0097208]; anchored component of synaptic vesicle membrane [GO:0098993]; apical plasma membrane [GO:0016324]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; intracellular membrane-bounded organelle [GO:0043231]; late endosome [GO:0005770]; lysosome [GO:0005764]; nuclear outer membrane-endoplasmic reticulum membrane network [GO:0042175]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; rough endoplasmic reticulum [GO:0005791]; trans-Golgi network [GO:0005802]; trans-Golgi network transport vesicle [GO:0030140]; transport vesicle [GO:0030133]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; myosin V binding [GO:0031489]; apical protein localization [GO:0045176]; body fluid secretion [GO:0007589]; defense response to bacterium [GO:0042742]; endocytic recycling [GO:0032456]; fibroblast growth factor receptor signaling pathway [GO:0008543]; Golgi to endosome transport [GO:0006895]; intracellular protein transport [GO:0006886]; phagolysosome assembly involved in apoptotic cell clearance [GO:0090387]; Rab protein signal transduction [GO:0032482]; regulation of embryonic development [GO:0045995]; regulation of protein localization [GO:0032880]"
"35","PGEN_.00g301440","cytoskeletal activity",0.00430436072419834,"Scaffold_15",10886361,10928410,"Q5T5Y3","CAMP1_HUMAN","Calmodulin-regulated spectrin-associated protein 1","GO:0000226; GO:0005516; GO:0005737; GO:0005874; GO:0007010; GO:0007026; GO:0008017; GO:0022604; GO:0030507; GO:0031113; GO:0031122; GO:0031175; GO:0051011","cytoplasm [GO:0005737]; microtubule [GO:0005874]; calmodulin binding [GO:0005516]; microtubule binding [GO:0008017]; microtubule minus-end binding [GO:0051011]; spectrin binding [GO:0030507]; cytoplasmic microtubule organization [GO:0031122]; cytoskeleton organization [GO:0007010]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of microtubule depolymerization [GO:0007026]; neuron projection development [GO:0031175]; regulation of cell morphogenesis [GO:0022604]; regulation of microtubule polymerization [GO:0031113]"
"36","PGEN_.00g306890","cytoskeletal activity",0.0161087084801812,"Scaffold_15",24511937,24569471,"Q3SYV4","CAP1_BOVIN","Adenylyl cyclase-associated protein 1 (CAP 1)","GO:0000902; GO:0003779; GO:0005886; GO:0007163; GO:0008154; GO:0008179; GO:0030864","cortical actin cytoskeleton [GO:0030864]; plasma membrane [GO:0005886]; actin binding [GO:0003779]; adenylate cyclase binding [GO:0008179]; actin polymerization or depolymerization [GO:0008154]; cell morphogenesis [GO:0000902]; establishment or maintenance of cell polarity [GO:0007163]"
"37","PGEN_.00g309800","cytoskeletal activity",1.2523505381917e-08,"Scaffold_15",32438370,32567442,"Q9EQW7","KI13A_MOUSE","Kinesin-like protein KIF13A","GO:0003777; GO:0005524; GO:0005623; GO:0005813; GO:0005871; GO:0005874; GO:0006886; GO:0007018; GO:0007049; GO:0008017; GO:0008333; GO:0010008; GO:0016887; GO:0030496; GO:0032438; GO:0032465; GO:0032588; GO:0035459; GO:0043001; GO:0051301; GO:0072383","cell [GO:0005623]; centrosome [GO:0005813]; endosome membrane [GO:0010008]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; midbody [GO:0030496]; trans-Golgi network membrane [GO:0032588]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; cell cycle [GO:0007049]; cell division [GO:0051301]; endosome to lysosome transport [GO:0008333]; Golgi to plasma membrane protein transport [GO:0043001]; intracellular protein transport [GO:0006886]; melanosome organization [GO:0032438]; microtubule-based movement [GO:0007018]; plus-end-directed vesicle transport along microtubule [GO:0072383]; regulation of cytokinesis [GO:0032465]; vesicle cargo loading [GO:0035459]"
"38","PGEN_.00g330320","cytoskeletal activity",0.000248861681159278,"Scaffold_17",8945788,8999981,"P54288","CACB2_RABIT","Voltage-dependent L-type calcium channel subunit beta-2 (CAB2) (Calcium channel voltage-dependent subunit beta 2)","GO:0007601; GO:0008331; GO:0034765; GO:0051015; GO:0051928; GO:0070509; GO:0086056; GO:0086091; GO:0098684; GO:0098793; GO:0098912; GO:0099635; GO:1990454","L-type voltage-gated calcium channel complex [GO:1990454]; photoreceptor ribbon synapse [GO:0098684]; presynapse [GO:0098793]; actin filament binding [GO:0051015]; high voltage-gated calcium channel activity [GO:0008331]; voltage-gated calcium channel activity involved in AV node cell action potential [GO:0086056]; voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels [GO:0099635]; calcium ion import [GO:0070509]; membrane depolarization during atrial cardiac muscle cell action potential [GO:0098912]; positive regulation of calcium ion transport [GO:0051928]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of ion transmembrane transport [GO:0034765]; visual perception [GO:0007601]"
"39","PGEN_.00g336030","cytoskeletal activity",0.00425581337082155,"Scaffold_17",26753895,26778865,"O88327","CTNL1_MOUSE","Alpha-catulin (Alpha-catenin-related protein) (ACRP) (Catenin alpha-like protein 1)","GO:0005829; GO:0005856; GO:0005886; GO:0007155; GO:0007266; GO:0045296; GO:0051015","cytoskeleton [GO:0005856]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; cell adhesion [GO:0007155]; Rho protein signal transduction [GO:0007266]"
"40","PGEN_.00g009140","cell-cell signaling",0.0290802766797797,"Scaffold_01",23712978,23748922,"Q8BYM5","NLGN3_MOUSE","Neuroligin-3 (Gliotactin homolog)","GO:0002087; GO:0005887; GO:0006898; GO:0007158; GO:0007416; GO:0007612; GO:0008542; GO:0009986; GO:0030054; GO:0030139; GO:0030534; GO:0035176; GO:0038023; GO:0042043; GO:0043025; GO:0045202; GO:0048488; GO:0048675; GO:0048709; GO:0050804; GO:0050808; GO:0050839; GO:0051965; GO:0051966; GO:0051968; GO:0060024; GO:0060076; GO:0060077; GO:0060079; GO:0060080; GO:0060291; GO:0060999; GO:0061001; GO:0061002; GO:0071625; GO:0090394; GO:0097104; GO:0097105; GO:0097110; GO:0097151; GO:0098698; GO:0098793; GO:0098978; GO:0098982; GO:0099055; GO:0099060; GO:1900271; GO:1902474; GO:2000310; GO:2000311; GO:2000331; GO:2000463; GO:2000809; GO:2000969","cell junction [GO:0030054]; cell surface [GO:0009986]; endocytic vesicle [GO:0030139]; excitatory synapse [GO:0060076]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; inhibitory synapse [GO:0060077]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic membrane [GO:0099055]; integral component of postsynaptic specialization membrane [GO:0099060]; neuronal cell body [GO:0043025]; presynapse [GO:0098793]; synapse [GO:0045202]; cell adhesion molecule binding [GO:0050839]; neurexin family protein binding [GO:0042043]; scaffold protein binding [GO:0097110]; signaling receptor activity [GO:0038023]; adult behavior [GO:0030534]; axon extension [GO:0048675]; excitatory postsynaptic potential [GO:0060079]; inhibitory postsynaptic potential [GO:0060080]; learning [GO:0007612]; long-term synaptic potentiation [GO:0060291]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of dendritic spine morphogenesis [GO:0061002]; negative regulation of excitatory postsynaptic potential [GO:0090394]; neuron cell-cell adhesion [GO:0007158]; oligodendrocyte differentiation [GO:0048709]; positive regulation of AMPA receptor activity [GO:2000969]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of inhibitory postsynaptic potential [GO:0097151]; positive regulation of protein localization to synapse [GO:1902474]; positive regulation of synapse assembly [GO:0051965]; positive regulation of synaptic transmission, glutamatergic [GO:0051968]; positive regulation of synaptic vesicle clustering [GO:2000809]; postsynaptic membrane assembly [GO:0097104]; postsynaptic specialization assembly [GO:0098698]; presynaptic membrane assembly [GO:0097105]; receptor-mediated endocytosis [GO:0006898]; regulation of AMPA receptor activity [GO:2000311]; regulation of dendritic spine morphogenesis [GO:0061001]; regulation of long-term synaptic potentiation [GO:1900271]; regulation of NMDA receptor activity [GO:2000310]; regulation of respiratory gaseous exchange by nervous system process [GO:0002087]; regulation of synaptic transmission, glutamatergic [GO:0051966]; regulation of terminal button organization [GO:2000331]; rhythmic synaptic transmission [GO:0060024]; social behavior [GO:0035176]; synapse assembly [GO:0007416]; synapse organization [GO:0050808]; synaptic vesicle endocytosis [GO:0048488]; visual learning [GO:0008542]; vocalization behavior [GO:0071625]"
"41","PGEN_.00g009310","cell-cell signaling",0.00514237843453836,"Scaffold_01",24192615,24221593,"P48380","RFX3_HUMAN","Transcription factor RFX3 (Regulatory factor X 3)","GO:0000790; GO:0000978; GO:0000981; GO:0003677; GO:0003700; GO:0005576; GO:0005634; GO:0005667; GO:0006351; GO:0006355; GO:0006357; GO:0031018; GO:0044212; GO:0045892; GO:0045893; GO:0045944; GO:0048469; GO:0050796; GO:0060271; GO:0060285; GO:0060287; GO:0072560; GO:2000078","extracellular region [GO:0005576]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription regulatory region DNA binding [GO:0044212]; cell maturation [GO:0048469]; cilium assembly [GO:0060271]; cilium-dependent cell motility [GO:0060285]; endocrine pancreas development [GO:0031018]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of type B pancreatic cell development [GO:2000078]; regulation of insulin secretion [GO:0050796]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]; type B pancreatic cell maturation [GO:0072560]"
"42","PGEN_.00g010620","cell-cell signaling",0.0477752922441708,"Scaffold_01",28057259,28084791,"O75581","LRP6_HUMAN","Low-density lipoprotein receptor-related protein 6 (LRP-6)","GO:0001702; GO:0001843; GO:0001933; GO:0003344; GO:0005041; GO:0005102; GO:0005109; GO:0005576; GO:0005623; GO:0005783; GO:0005886; GO:0005901; GO:0006469; GO:0007204; GO:0007268; GO:0009880; GO:0009952; GO:0009986; GO:0014029; GO:0014033; GO:0016021; GO:0016055; GO:0017147; GO:0019210; GO:0019534; GO:0021587; GO:0021794; GO:0021987; GO:0030326; GO:0030901; GO:0030917; GO:0031410; GO:0031901; GO:0034185; GO:0034392; GO:0035261; GO:0042475; GO:0042802; GO:0042803; GO:0042813; GO:0043025; GO:0043434; GO:0044335; GO:0044340; GO:0045202; GO:0045787; GO:0045893; GO:0045944; GO:0046849; GO:0048596; GO:0051091; GO:0060021; GO:0060026; GO:0060059; GO:0060070; GO:0060325; GO:0060349; GO:0060444; GO:0060535; GO:0071397; GO:0071542; GO:0071901; GO:0071936; GO:0072659; GO:0090009; GO:0090090; GO:0090118; GO:0090244; GO:0090245; GO:0098609; GO:1904886; GO:1904928; GO:1904948; GO:1904953; GO:1990851; GO:1990909","caveola [GO:0005901]; cell [GO:0005623]; cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; early endosome membrane [GO:0031901]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; synapse [GO:0045202]; Wnt signalosome [GO:1990909]; Wnt-Frizzled-LRP5/6 complex [GO:1990851]; apolipoprotein binding [GO:0034185]; coreceptor activity involved in canonical Wnt signaling pathway [GO:1904928]; coreceptor activity involved in Wnt signaling pathway [GO:0071936]; frizzled binding [GO:0005109]; identical protein binding [GO:0042802]; kinase inhibitor activity [GO:0019210]; low-density lipoprotein particle receptor activity [GO:0005041]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]; toxin transmembrane transporter activity [GO:0019534]; Wnt-activated receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]; anterior/posterior pattern specification [GO:0009952]; axis elongation involved in somitogenesis [GO:0090245]; beta-catenin destruction complex disassembly [GO:1904886]; bone morphogenesis [GO:0060349]; bone remodeling [GO:0046849]; branching involved in mammary gland duct morphogenesis [GO:0060444]; canonical Wnt signaling pathway [GO:0060070]; canonical Wnt signaling pathway involved in neural crest cell differentiation [GO:0044335]; canonical Wnt signaling pathway involved in regulation of cell proliferation [GO:0044340]; cell-cell adhesion [GO:0098609]; cellular response to cholesterol [GO:0071397]; cerebellum morphogenesis [GO:0021587]; cerebral cortex development [GO:0021987]; chemical synaptic transmission [GO:0007268]; convergent extension [GO:0060026]; dopaminergic neuron differentiation [GO:0071542]; embryonic camera-type eye morphogenesis [GO:0048596]; embryonic limb morphogenesis [GO:0030326]; embryonic pattern specification [GO:0009880]; embryonic retina morphogenesis in camera-type eye [GO:0060059]; external genitalia morphogenesis [GO:0035261]; face morphogenesis [GO:0060325]; gastrulation with mouth forming second [GO:0001702]; midbrain development [GO:0030901]; midbrain dopaminergic neuron differentiation [GO:1904948]; midbrain-hindbrain boundary development [GO:0030917]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of protein serine/threonine kinase activity [GO:0071901]; negative regulation of smooth muscle cell apoptotic process [GO:0034392]; neural crest cell differentiation [GO:0014033]; neural crest formation [GO:0014029]; neural tube closure [GO:0001843]; odontogenesis of dentin-containing tooth [GO:0042475]; pericardium morphogenesis [GO:0003344]; positive regulation of cell cycle [GO:0045787]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; primitive streak formation [GO:0090009]; protein localization to plasma membrane [GO:0072659]; receptor-mediated endocytosis involved in cholesterol transport [GO:0090118]; response to peptide hormone [GO:0043434]; roof of mouth development [GO:0060021]; thalamus development [GO:0021794]; trachea cartilage morphogenesis [GO:0060535]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation [GO:1904953]; Wnt signaling pathway involved in somitogenesis [GO:0090244]"
"43","PGEN_.00g036790","cell-cell signaling",0.0021848000725822,"Scaffold_02",9357486,9446434,"Q08BI9","MCU_DANRE","Calcium uniporter protein, mitochondrial","GO:0005262; GO:0005743; GO:0006851; GO:0007015; GO:0008016; GO:0015292; GO:0019722; GO:0031305; GO:0032024; GO:0034704; GO:0036444; GO:0042593; GO:0042802; GO:0043009; GO:0051259; GO:0051560; GO:0051561; GO:0060027; GO:1990246","calcium channel complex [GO:0034704]; integral component of mitochondrial inner membrane [GO:0031305]; mitochondrial inner membrane [GO:0005743]; uniplex complex [GO:1990246]; calcium channel activity [GO:0005262]; identical protein binding [GO:0042802]; uniporter activity [GO:0015292]; actin filament organization [GO:0007015]; calcium import into the mitochondrion [GO:0036444]; calcium-mediated signaling [GO:0019722]; chordate embryonic development [GO:0043009]; convergent extension involved in gastrulation [GO:0060027]; glucose homeostasis [GO:0042593]; mitochondrial calcium ion homeostasis [GO:0051560]; mitochondrial calcium ion transmembrane transport [GO:0006851]; positive regulation of insulin secretion [GO:0032024]; positive regulation of mitochondrial calcium ion concentration [GO:0051561]; protein complex oligomerization [GO:0051259]; regulation of heart contraction [GO:0008016]"
"44","PGEN_.00g047880","cell-cell signaling",0.000996571848632056,"Scaffold_02",40918035,40953160,"P57103","NAC3_HUMAN","Sodium/calcium exchanger 3 (Na(+)/Ca(2+)-exchange protein 3) (Solute carrier family 8 member 3)","GO:0002244; GO:0005432; GO:0005516; GO:0005623; GO:0005741; GO:0005789; GO:0005874; GO:0005886; GO:0005887; GO:0006811; GO:0006851; GO:0006874; GO:0007154; GO:0007612; GO:0007613; GO:0014819; GO:0016528; GO:0021537; GO:0030054; GO:0031226; GO:0031594; GO:0035725; GO:0042383; GO:0042552; GO:0043197; GO:0043204; GO:0046872; GO:0048471; GO:0048709; GO:0051560; GO:0060291; GO:0070588; GO:0071320; GO:0071456; GO:0098703; GO:0099055; GO:0099580; GO:1903779; GO:1905060; GO:1990034","cell [GO:0005623]; cell junction [GO:0030054]; dendritic spine [GO:0043197]; endoplasmic reticulum membrane [GO:0005789]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic membrane [GO:0099055]; intrinsic component of plasma membrane [GO:0031226]; microtubule [GO:0005874]; mitochondrial outer membrane [GO:0005741]; neuromuscular junction [GO:0031594]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; sarcoplasm [GO:0016528]; calcium:cation antiporter activity involved in regulation of postsynaptic cytosolic calcium ion concentration [GO:1905060]; calcium:sodium antiporter activity [GO:0005432]; calmodulin binding [GO:0005516]; ion antiporter activity involved in regulation of postsynaptic membrane potential [GO:0099580]; metal ion binding [GO:0046872]; calcium ion export across plasma membrane [GO:1990034]; calcium ion import across plasma membrane [GO:0098703]; calcium ion transmembrane transport [GO:0070588]; cell communication [GO:0007154]; cellular calcium ion homeostasis [GO:0006874]; cellular response to cAMP [GO:0071320]; cellular response to hypoxia [GO:0071456]; hematopoietic progenitor cell differentiation [GO:0002244]; ion transport [GO:0006811]; learning [GO:0007612]; long-term synaptic potentiation [GO:0060291]; memory [GO:0007613]; mitochondrial calcium ion homeostasis [GO:0051560]; mitochondrial calcium ion transmembrane transport [GO:0006851]; myelination [GO:0042552]; oligodendrocyte differentiation [GO:0048709]; regulation of cardiac conduction [GO:1903779]; regulation of skeletal muscle contraction [GO:0014819]; sodium ion transmembrane transport [GO:0035725]; telencephalon development [GO:0021537]"
"45","PGEN_.00g049510","cell-cell signaling",0.00046221698864548,"Scaffold_02",45350315,45373894,"Q8TDM6","DLG5_HUMAN","Disks large homolog 5 (Discs large protein P-dlg) (Placenta and prostate DLG)","GO:0001837; GO:0005737; GO:0005886; GO:0005913; GO:0007165; GO:0008013; GO:0008092; GO:0008285; GO:0014069; GO:0030011; GO:0030054; GO:0030159; GO:0030336; GO:0030859; GO:0030901; GO:0035331; GO:0035332; GO:0035556; GO:0036064; GO:0042130; GO:0042981; GO:0045176; GO:0045186; GO:0045197; GO:0045880; GO:0051965; GO:0060441; GO:0060999; GO:0065003; GO:0071896; GO:0072205; GO:0098609","cell junction [GO:0030054]; cell-cell adherens junction [GO:0005913]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; beta-catenin binding [GO:0008013]; cytoskeletal protein binding [GO:0008092]; receptor signaling complex adaptor activity [GO:0030159]; apical protein localization [GO:0045176]; cell-cell adhesion [GO:0098609]; epithelial to mesenchymal transition [GO:0001837]; epithelial tube branching involved in lung morphogenesis [GO:0060441]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; intracellular signal transduction [GO:0035556]; maintenance of cell polarity [GO:0030011]; metanephric collecting duct development [GO:0072205]; midbrain development [GO:0030901]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of hippo signaling [GO:0035331]; negative regulation of T cell proliferation [GO:0042130]; polarized epithelial cell differentiation [GO:0030859]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of hippo signaling [GO:0035332]; positive regulation of smoothened signaling pathway [GO:0045880]; positive regulation of synapse assembly [GO:0051965]; protein localization to adherens junction [GO:0071896]; protein-containing complex assembly [GO:0065003]; regulation of apoptotic process [GO:0042981]; signal transduction [GO:0007165]; zonula adherens assembly [GO:0045186]"
"46","PGEN_.00g149640","cell-cell signaling",1.05956871354358e-14,"Scaffold_06",53208943,53234353,"Q80YX1","TENA_MOUSE","Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C)","GO:0001968; GO:0005576; GO:0005604; GO:0005614; GO:0005615; GO:0007155; GO:0007162; GO:0007528; GO:0008284; GO:0009612; GO:0010628; GO:0014012; GO:0031012; GO:0031175; GO:0042060; GO:0042475; GO:0045471; GO:0045545; GO:0060447; GO:0060739; GO:0060740; GO:0062023; GO:0071300; GO:0071305; GO:0071774; GO:0071799; GO:0098966","basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; interstitial matrix [GO:0005614]; perisynaptic extracellular matrix [GO:0098966]; fibronectin binding [GO:0001968]; syndecan binding [GO:0045545]; bud outgrowth involved in lung branching [GO:0060447]; cell adhesion [GO:0007155]; cellular response to prostaglandin D stimulus [GO:0071799]; cellular response to retinoic acid [GO:0071300]; cellular response to vitamin D [GO:0071305]; mesenchymal-epithelial cell signaling involved in prostate gland development [GO:0060739]; negative regulation of cell adhesion [GO:0007162]; neuromuscular junction development [GO:0007528]; neuron projection development [GO:0031175]; odontogenesis of dentin-containing tooth [GO:0042475]; peripheral nervous system axon regeneration [GO:0014012]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of gene expression [GO:0010628]; prostate gland epithelium morphogenesis [GO:0060740]; response to ethanol [GO:0045471]; response to fibroblast growth factor [GO:0071774]; response to mechanical stimulus [GO:0009612]; wound healing [GO:0042060]"
"47","PGEN_.00g151020","cell-cell signaling",0.00673500195104467,"Scaffold_06",57014459,57030039,"P09479","ACHA_CHICK","Acetylcholine receptor subunit alpha","GO:0004888; GO:0005887; GO:0005892; GO:0007165; GO:0007268; GO:0007271; GO:0007274; GO:0022848; GO:0030054; GO:0034220; GO:0035094; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877","acetylcholine-gated channel complex [GO:0005892]; cell junction [GO:0030054]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]; acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]; chemical synaptic transmission [GO:0007268]; ion transmembrane transport [GO:0034220]; nervous system process [GO:0050877]; neuromuscular synaptic transmission [GO:0007274]; regulation of membrane potential [GO:0042391]; response to nicotine [GO:0035094]; signal transduction [GO:0007165]; synaptic transmission, cholinergic [GO:0007271]"
"48","PGEN_.00g155550","cell-cell signaling",0.0203700145033832,"Scaffold_07",7853488,7891685,"O14514","AGRB1_HUMAN","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]","GO:0001530; GO:0001786; GO:0001891; GO:0004930; GO:0005615; GO:0005886; GO:0005887; GO:0005911; GO:0005925; GO:0006910; GO:0007155; GO:0007165; GO:0007166; GO:0007186; GO:0007189; GO:0007409; GO:0007422; GO:0007517; GO:0008285; GO:0010596; GO:0014069; GO:0016021; GO:0016525; GO:0030165; GO:0030425; GO:0031397; GO:0042177; GO:0043197; GO:0043277; GO:0043652; GO:0045087; GO:0048167; GO:0048471; GO:0050829; GO:0051965; GO:1901741; GO:1903428","cell-cell junction [GO:0005911]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; perinuclear region of cytoplasm [GO:0048471]; phagocytic cup [GO:0001891]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; G protein-coupled receptor activity [GO:0004930]; lipopolysaccharide binding [GO:0001530]; PDZ domain binding [GO:0030165]; phosphatidylserine binding [GO:0001786]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; apoptotic cell clearance [GO:0043277]; axonogenesis [GO:0007409]; cell adhesion [GO:0007155]; cell surface receptor signaling pathway [GO:0007166]; defense response to Gram-negative bacterium [GO:0050829]; engulfment of apoptotic cell [GO:0043652]; G protein-coupled receptor signaling pathway [GO:0007186]; innate immune response [GO:0045087]; muscle organ development [GO:0007517]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of endothelial cell migration [GO:0010596]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of protein ubiquitination [GO:0031397]; peripheral nervous system development [GO:0007422]; phagocytosis, recognition [GO:0006910]; positive regulation of myoblast fusion [GO:1901741]; positive regulation of reactive oxygen species biosynthetic process [GO:1903428]; positive regulation of synapse assembly [GO:0051965]; regulation of synaptic plasticity [GO:0048167]; signal transduction [GO:0007165]"
"49","PGEN_.00g199570","cell-cell signaling",0.00355968184063304,"Scaffold_09",24920274,24925015,"Q9VVI3","NEDD4_DROME","E3 ubiquitin-protein ligase Nedd-4 (DNedd4) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NEDD4)","GO:0000209; GO:0002092; GO:0004842; GO:0005112; GO:0005737; GO:0005886; GO:0006511; GO:0007219; GO:0007411; GO:0007528; GO:0008586; GO:0016199; GO:0016567; GO:0017022; GO:0019904; GO:0031623; GO:0043161; GO:0045732; GO:0045746; GO:0045807; GO:0045879; GO:0048814; GO:0051965; GO:0061630; GO:1905062; GO:1905306; GO:2000650","cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; myosin binding [GO:0017022]; Notch binding [GO:0005112]; protein domain specific binding [GO:0019904]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; axon guidance [GO:0007411]; axon midline choice point recognition [GO:0016199]; imaginal disc-derived wing vein morphogenesis [GO:0008586]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of smoothened signaling pathway [GO:0045879]; negative regulation of sodium ion transmembrane transporter activity [GO:2000650]; neuromuscular junction development [GO:0007528]; Notch signaling pathway [GO:0007219]; positive regulation of cardiac myofibril assembly [GO:1905306]; positive regulation of cardioblast proliferation [GO:1905062]; positive regulation of endocytosis [GO:0045807]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of receptor internalization [GO:0002092]; positive regulation of synapse assembly [GO:0051965]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; receptor internalization [GO:0031623]; regulation of dendrite morphogenesis [GO:0048814]; ubiquitin-dependent protein catabolic process [GO:0006511]"
"50","PGEN_.00g202890","cell-cell signaling",0.00465086331280268,"Scaffold_09",34966465,34976473,"Q5WA50","CTR2_OCTVU","Cephalotocin receptor 2","GO:0005000; GO:0005886; GO:0007186; GO:0016021; GO:0016500; GO:0046887","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein-hormone receptor activity [GO:0016500]; vasopressin receptor activity [GO:0005000]; G protein-coupled receptor signaling pathway [GO:0007186]; positive regulation of hormone secretion [GO:0046887]"
