"gene"	"pval.treatment1"	"pval.treatment2"	"position"	"pval.treatment1_x_treatment2"	"pval.treatment1_x_position"	"pval.treatment2_x_position"	"pval.treatment1_x_pval.treatment2_x_position"	"adj.pval.treatment1"	"adj.pval.treatment2"	"adj.pval.treatment1_x_treatment2"	"adj.pval.treatment1_x_position"	"adj.pval.treatment2_x_position"	"adj.pval.treatment1_x_pval.treatment2_x_position"
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-319.31;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-319.31"	0.102660644930816	0.762665540640802	0	0.338659380335146	0	0	0	0.322072611547659	0.92737394730664	0.584005655861874	0	0	0
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-3.0;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-3.0"	0.702380112500424	0.365779957932404	0	0.724835532967695	0	0	0	0.871169131783472	0.740820167964362	0.83589131142713	0	0	0
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-338.12;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-338.12"	0.983507402529521	0.212015238290983	0	0.517904775460773	0	0	0	0.983507402529521	0.530038095727457	0.729591959084014	0	0	0
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-350.0;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-350.0"	0.874513274260824	0.643807393155997	0	0.643188764704594	0	0	0	0.958176030378928	0.904538385643888	0.797753506610349	0	0	0
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-421.2;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-421.2"	0.064521284426846	0.138520306967429	1.79865551859537e-07	0.650529201296954	0.88123657798887	0.0719082109644699	0.0538746752439671	0.278474042491765	0.426216329130549	0.800651324673174	0.940215281664554	0.152160412437487	0.123142114843353
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-468.0;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-468.0"	0.329841065637724	0.674717543470587	3.32040572871167e-28	0.741853538891577	0.00110271461479756	0.967336786549997	0.801058785152104	0.618740288096387	0.912459518335839	0.83589131142713	0.00284571513496145	0.992140293897432	0.963642071851273
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-530.1;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-530.1"	0.218263470547422	0.650136964681544	0	0.562039651152733	0	0	0	0.508736186814031	0.904538385643888	0.762606075129551	0	0	0
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-559.9;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-559.9"	0.283392738799638	0.000782940440446039	0	0.179150980052899	0	0	0	0.583553506991172	0.00945647323286057	0.428332450861284	0	0	0
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-5.34;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-5.34"	0.266309280124232	0.057282918612824	0.746243262985492	0.412726524300106	0.727026416012895	0.502650053774349	0.741685615050847	0.571397278006114	0.235006845591073	0.653824196911059	0.889009815913804	0.657005303688433	0.934407074079808
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-565.4;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-565.4"	0.0164633727887879	0.772854312455911	0.0507026786355957	0.000602168074038971	0.478203261444379	0.184856798583236	0.461291976707475	0.101313063315618	0.929749548819142	0.00587307351153645	0.695568380282734	0.347965738509621	0.689782395076598
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-78.0;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-78.0"	0.832835647415649	0.149596262230077	4.41738788370043e-06	0.319328438372291	0.556976168971982	0.303880522196078	0.511157018101089	0.954413182941144	0.451611357675704	0.574073597073781	0.774970303566897	0.487891231710681	0.737537438595221
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-89.0;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-89.0"	0.571226223102009	0.11026484172877	0	0.036821634212217	0	0	0	0.818208402456709	0.383529884273981	0.159973347531385	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-110.14;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-110.14"	0.621328481604738	0.956901332719374	0.0270793674098221	0.371763057923564	0.244717424844341	0.979070917536366	0.0888678936336728	0.832742615750411	0.994087834766838	0.605071765086884	0.42101922553865	0.992559576831799	0.18709030238668
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-132.14;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-132.14"	0.674194602695852	0.396338432525845	0	0.63266552310265	0	0	0	0.854632219653381	0.792676865051689	0.797753506610349	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-154.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-154.0"	0.0883975741420944	0.611222569372149	0.772995772760475	0.1121977231448	0.234273824142829	0.35978097061958	0.999999970115204	0.300927911973087	0.904538385643888	0.332437698206815	0.411910020470909	0.526291647917487	1
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-155.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-155.1"	0.0661375850917941	0.688178261683252	0.423753599404224	0.827598613377948	0.93851805460111	0.838036187593695	0.975085727627202	0.278474042491765	0.912459518335839	0.900787606397767	0.975083693092062	0.90598506766886	1
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-200.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-200.0"	0.217728685862753	0.562183750320316	0	0.604435963030654	0	0	0	0.508736186814031	0.889221893711353	0.792702902335284	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-20.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-20.3"	0.968207367848037	0.791019584709876	0.000107081559769215	0.0999833873189216	0.083773491092851	0.0341446906865512	0.999999982711497	0.979159762303485	0.937504692989482	0.301836640962782	0.176365244406002	0.0803404486742381	1
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-201.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-201.2"	0.853006782253648	0.00843435245167871	0	0.0805436798822807	0	0	0	0.954413182941144	0.0642617329651711	0.262999771044182	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-202.4"	0	8.21832778489109e-122	1.66113758659103e-19	3.92146274314569e-102	0.280592494879725	0.615607840030527	0.376234218367932	0	1.31493244558257e-119	3.13717019451655e-100	0.467654158132875	0.7405808601871	0.618957146228785
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-204.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-204.2"	0.973040013789089	0.853814499881131	0.493485906515775	0.463757073397439	0.596421553262075	0.443274791951226	0.306944852760215	0.979159762303485	0.985788415911608	0.701813857795807	0.797018647691469	0.599902286983571	0.524276970701545
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-267.32;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-267.32"	0.261007666834823	0.00168950187620508	0	2.23047197652509e-05	0	0	0	0.571397278006114	0.015901194128989	0.000274519627880011	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-289.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-289.1"	0.495359671044866	0.574002806071239	0	0.0968350488520101	0	0	0	0.794624449195047	0.891654844382507	0.301836640962782	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-318.18;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-318.18"	0.319515822050878	0.694495179067894	0.146916146980686	0.343103322818851	0.787712962745928	0.636392298172306	0.0655074972134292	0.618740288096387	0.912459518335839	0.584005655861874	0.902181410331969	0.744150317278154	0.145572216029843
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-329.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-329.0"	0.949461206683876	0.901431956846595	0	0.177206637676066	0	0	0	0.97091589932963	0.985788415911608	0.428332450861284	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-344.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-344.3"	1.11904361932164e-06	0.628439913221875	1.56703316897127e-20	9.24882097126428e-10	0.0425898069955338	0.161769684745027	0.00104680829012487	1.79046979091463e-05	0.904538385643888	2.11401622200326e-08	0.0973481302755058	0.311845175412101	0.00265856073682506
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-358.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-358.1"	0.593201091781114	0.307270419961117	0	0.12079687959272	0	0	0	0.818208402456709	0.668579051025102	0.347235963100193	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-372.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-372.1"	0.772611068926325	0.619016683699791	0.0803112530815967	0.462794851981799	0.922329638913931	0.333947026300066	0.411221959206133	0.922520679315015	0.904538385643888	0.701813857795807	0.972455302927965	0.50407098309444	0.657955134729813
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-465.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-465.1"	0.262467826853751	0.354838899524089	0.848479097386027	0.0177168591558764	0.975875867674758	0.624327952800524	0.195032043214569	0.571397278006114	0.734934584428138	0.0914418537077491	0.997032607466221	0.744150317278154	0.362850312957339
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-466.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-466.0"	0.16321488690044	0.949733383307824	0	0.999999999957651	0	0	0	0.421199708130169	0.99318523744609	1	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-466.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-466.3"	0.477720256030271	0.987889052320418	0	0.273572563234108	0	0	0	0.794624449195047	0.994102191014257	0.533800123383625	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-485.4;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-485.4"	0.494004238365905	0.892724345593635	0	0.162699395431598	0	0	0	0.794624449195047	0.985788415911608	0.413204813794534	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-495.40;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-495.40"	0.140579599817495	0.963022589930375	0	0.638851011726532	0	0	0	0.380519063051953	0.994087834766838	0.797753506610349	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-508.32;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-508.32"	0.718968904838455	0.714383604031623	0.170160842181648	0.712255502122963	0.125104346581585	0.0449399743678721	0.999999982810099	0.884884805955021	0.914411013160478	0.83589131142713	0.25020869316317	0.104208636215356	1
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-559.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-559.3"	0.0475453253353478	0.879268416491823	0.12492225020264	0.741479853576429	0.00405121001367461	0.368404153542241	0.992848326325894	0.230522789504717	0.985788415911608	0.83589131142713	0.00982111518466573	0.526291647917487	1
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-560.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-560.0"	0.172210112387831	0.924176639917132	0	0.317437096223818	0	0	0	0.430525280969577	0.985788415911608	0.574073597073781	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-562.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-562.1"	0.259264225428343	0.613734306305193	0	0.561083954119026	0	0	0	0.571397278006114	0.904538385643888	0.762606075129551	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-583.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-583.1"	0.900762854879073	0.512972264801758	0	0.269812763693034	0	0	0	0.967262126044642	0.863953288087171	0.533800123383625	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-594.7;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-594.7"	0.274809133903122	0.649770581857431	1.83681107267983e-09	0.184718369433929	0.0152860025363441	0.204201906044483	0.971279801423763	0.578545545059204	0.904538385643888	0.428332450861284	0.036503886653956	0.36710455019233	1
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-601.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-601.1"	0.344663793479881	0.682964229565012	0.347243974447965	0.642712123624287	0.718976690641853	0.0723730649914963	0.0246329543632942	0.633864447779091	0.912459518335839	0.797753506610349	0.889009815913804	0.152160412437487	0.0588249656436877
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-605.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-605.3"	0.330663981291972	0.512184150558035	0.905573965142021	0.349433310394767	0.80910491446534	0.0732271984855404	0.150785067117198	0.618740288096387	0.863953288087171	0.58851925961224	0.902596668472242	0.152160412437487	0.301570134234395
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-611.3;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-611.3"	0.00234746168201167	0.752825635100535	0.658683058642099	0.22597136088383	0.017480920754684	0.0587042911575006	0.868024189981407	0.0220937570071686	0.926554627816043	0.472392171147989	0.0411315782463154	0.130453980350001	0.989384558121875
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-616.7;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-616.7"	0.590697953465951	0.19768808637383	0.687604329113255	0.000157780255058341	0.981108650663046	0.139568399503639	0.358674340810126	0.818208402456709	0.527265956188355	0.00180320291495247	0.997032607466221	0.2756906656862	0.597790568016877
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-618.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-618.0"	0.678364324349871	0.708207687401236	0.0412947368141076	0.668765404788805	0.376247357208476	0.304932019819176	0.423529177028939	0.854632219653381	0.913816370840305	0.816812708138999	0.574669300433216	0.487891231710681	0.670937310144854
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-619.45;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-619.45"	0.000954442120231616	0.311667508614609	1.53914697115205e-84	0.0265034380948839	0.292200759588479	0.934156062325784	0.665589691197011	0.0101807159491372	0.668579051025102	0.128501518035801	0.481980634372749	0.964290128852423	0.865807728386355
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-644.2"	0.0819520310387415	0.006149477496626	5.11319339749426e-05	0.0589234200444721	0.174497745159527	0.538268702220654	0.382613509557545	0.291384999248859	0.049195819973008	0.200590366108841	0.321266322738941	0.683515812343687	0.618957146228785
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-644.41;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-644.41"	0.433591395101943	0.0307075131901873	1.55737938704489e-05	2.65459979308846e-07	0.00123602942831218	0.268362842232174	5.9134851956324e-09	0.745963690497966	0.153537565950937	4.71928852104615e-06	0.00313912235761825	0.461699513517718	1.5510780841003e-08
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.1;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.1"	0.145072892788557	0.0140939284407559	0.4376977484899	0.327913947267024	0.997032607466221	0.364493981112179	0.1143788183708	0.380519063051953	0.0835195759452201	0.576551995194768	0.997032607466221	0.526291647917487	0.231653303029468
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.0;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-87.0"	0.145072892788557	0.0140939284407559	0.4376977484899	0.327913947267024	0.997032607466221	0.364493981112179	0.1143788183708	0.380519063051953	0.0835195759452201	0.576551995194768	0.997032607466221	0.526291647917487	0.231653303029468
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-94.6;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-94.6"	0.0763955562506682	0.044458072755014	0	0.00912519462919607	0	0	0	0.284048514461565	0.197591434466729	0.0552287174811879	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-93.2;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_est2genome-gene-93.2"	0.0763955562506682	0.044458072755014	0	0.00912519462919607	0	0	0	0.284048514461565	0.197591434466729	0.0552287174811879	0	0	0
"ID=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-94.75;Name=maker-PGA_scaffold4__129_contigs__length_65288255-exonerate_protein2genome-gene-94.75"	0.555501578874652	0.506708476655151	7.42756958311347e-12	0.374388154647509	0.836793731153431	0.0641662406106935	0.508192987931669	0.818208402456709	0.863953288087171	0.605071765086884	0.910795897854075	0.140638335585082	0.737537438595221
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-139.3;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-139.3"	0.136077973722322	0.472706096329525	0	0.127421249839206	0	0	0	0.37538751371675	0.853953859877411	0.351506896108154	0	0	0
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-144.2;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-144.2"	0.0941578733983457	0.912726118708575	0.786368882672238	0.158740946416532	0.927392543346473	0.896488412230909	0.516006697376403	0.307454280484394	0.985788415911608	0.413204813794534	0.972455302927965	0.93750422194082	0.737537438595221
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-171.1;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-171.1"	0.0873812441089976	0.783826129038053	3.63162543506661e-14	0.0073328719950837	0.188784290690196	0.673083950054396	0.255737992171874	0.300927911973087	0.935911795866332	0.048885813300558	0.33938748888125	0.769238800062166	0.444761725516302
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-172.15;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-172.15"	0.219974440934947	0.765083506527978	0	0.0474207487662337	0	0	0	0.508736186814031	0.92737394730664	0.185642047520623	0	0	0
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-177.1;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-177.1"	0.939984825728682	0.331564284699705	0	0.370098085346956	0	0	0	0.97030691688122	0.69803007305201	0.605071765086884	0	0	0
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-218.0;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-218.0"	0.112666899129565	0.410726451543243	9.8001824946023e-09	0.0238409463445036	0.376612216257839	0.385011488217592	0.38297973422906	0.346667381937124	0.81131150922122	0.119204731722518	0.574669300433216	0.535668157520129	0.618957146228785
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-219.15;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-219.15"	0.128466165623614	0.0500267808753565	0.000395485644066362	0.00434261880758194	0.113286700462208	0.304078365378845	0.516276207016655	0.361781070677184	0.216332025406947	0.0315826822369596	0.229441418657636	0.487891231710681	0.737537438595221
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-221.17;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-221.17"	0.633781198442811	0.744679178780496	0.414429662352532	0.049253579713784	0.821175181696052	0.194897120345104	0.0989861168838205	0.832742615750411	0.926554627816043	0.187632684623939	0.902596668472242	0.358431485692145	0.205685437680666
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-2.22;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-2.22"	0.385335316469181	0.283584714262308	0	1	0	0	0	0.677512644341416	0.642812341483154	1	0	0	0
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-24.1;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-24.1"	0.925886482871518	0.47501183455681	0.117623483118392	0.562421980408044	0.541253464437468	0.696767220250521	0.568484984588524	0.97030691688122	0.853953859877411	0.762606075129551	0.766376586814114	0.784367959959069	0.784117220122102
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-246.0;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-246.0"	0.516502111514795	0.468240278630242	0.0193001012537616	0.305225111923093	0.176696477506418	0.0073258823489997	0.432823929391468	0.810199390611443	0.853953859877411	0.574073597073781	0.321266322738941	0.018605415489523	0.67554338158012
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-256.9;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-256.9"	0.267842474065366	0.97624148436633	6.86079869259598e-41	0.000624014060600747	0.743391512180086	0.585378376230211	0.951960218765289	0.571397278006114	0.994102191014257	0.00587307351153645	0.895545920293673	0.720465693821798	1
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-261.16;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-261.16"	0.353010712607473	0.0129236248532533	0	0.469338017400946	0	0	0	0.641837659286314	0.0835195759452201	0.701813857795807	0	0	0
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-269.26;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-269.26"	0.198664409358729	0.0656950155955336	3.23907571375521e-14	0.009853130250769	0.171693101212799	0.354571571592865	0.180548511028028	0.489020084575333	0.262780062382134	0.0552287174811879	0.321266322738941	0.526291647917487	0.343901925767673
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-276.0;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-276.0"	0.0708373094330396	0.0139733136700955	0.000161760286687328	0.682030567408503	0.760927863223998	0.166481915450972	0.871895141844902	0.283349237732158	0.0835195759452201	0.820487900641808	0.895545920293673	0.317108410382803	0.989384558121875
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-281.0;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-281.0"	2.98983363755065e-18	5.39430599670153e-09	2.74989902510348e-252	2.24942952131555e-08	3.51738011674203e-05	0.00496028185890452	0.308012720287158	1.59457794002701e-16	1.23298422781749e-07	4.49885904263111e-07	9.22591506030696e-05	0.0128007273778181	0.524276970701545
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-281.4;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-281.4"	4.24503723765289e-08	0.0008274414078753	0	0.775691909848108	0	0	0	8.49007447530577e-07	0.00945647323286057	0.861879899831231	0	0	0
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-318.14;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-318.14"	0.656844928217263	0.910014569425512	0	0.309690057603863	0	0	0	0.847541842860984	0.985788415911608	0.574073597073781	0	0	0
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-358.10;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-358.10"	0.0121035807837661	0.99581733288034	0.113305548291309	0.964003067172819	0.346845391886796	0.628381203610431	0.441569368898332	0.0806905385584409	0.99581733288034	0.982423507946822	0.54407120295968	0.744150317278154	0.67554338158012
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-364.2;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-364.2"	0.672606466522587	0.0351271354921784	0	0.990182247265581	0	0	0	0.854632219653381	0.170313384204501	1	0	0	0
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-386.1;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-386.1"	0.869903955133716	0.447389326716984	0.587649867827175	0.736273220677601	0.539736323724016	0.876207306218324	0.204955813547366	0.958176030378928	0.853953859877411	0.83589131142713	0.766376586814114	0.922323480229815	0.376930231811249
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-416.3;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-416.3"	0.299273230343501	0.128059631993576	0.940905411287448	0.954706271970774	0.0752283236345925	0.992559576831799	0.335783331453806	0.591156998209384	0.418153900387186	0.982423507946822	0.162655834885605	0.992559576831799	0.565529821395884
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-417.20;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-417.20"	0.576696686037257	0.358280609908717	0.0460118291124107	0.871669707500427	0.311064842956405	0.260191815268449	0.776275190524698	0.818208402456709	0.734934584428138	0.930590169445207	0.502731059323484	0.452507504814693	0.948122370106501
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-420.15;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-420.15"	0.545564004980982	0.313396430168016	0	0.301869448568878	0	0	0	0.818208402456709	0.668579051025102	0.574073597073781	0	0	0
